"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"API проверка создания авто POST /car с невалидным телом","1","API проверка создания авто POST /car с невалидным телом","API Test Suite","Wed Jul 01 08:22:01 UTC 2026","skipped","Wed Jul 01 08:22:01 UTC 2026","tests.api.cars.CarsApiTest","AllTests-API","tests.api.cars.CarsApiTest","checkNegativeCreateCar"
"Создание пользователя с невалидным возрастом","0","Проверка создания пользователя с невалидным возрастом","API Test Suite","Wed Jul 01 08:22:07 UTC 2026","skipped","Wed Jul 01 08:22:07 UTC 2026","tests.api.users.UsersApiTest","AllTests-API","tests.api.users.UsersApiTest","testCreateUserWithInvalidAge"
"API проверка создания авто POST /car с невалидным телом","0","API проверка создания авто POST /car с невалидным телом","API Test Suite","Wed Jul 01 08:22:01 UTC 2026","skipped","Wed Jul 01 08:22:01 UTC 2026","tests.api.cars.CarsApiTest","AllTests-API","tests.api.cars.CarsApiTest","checkNegativeCreateCar"
"Авторизация с невалидным Password","457","Авторизация с невалидным Password","API Test Suite","Wed Jul 01 08:22:09 UTC 2026","passed","Wed Jul 01 08:22:10 UTC 2026","tests.api.login.LoginApiTest","AllTests-API","tests.api.login.LoginApiTest","checkingAuthorizationWithInvalidPasswordAPI"
"API проверка обновления авто POST /car с невалидным телом","0","API проверка обновления авто POST /car с невалидным телом","API Test Suite","Wed Jul 01 08:22:01 UTC 2026","skipped","Wed Jul 01 08:22:01 UTC 2026","tests.api.cars.CarsApiTest","AllTests-API","tests.api.cars.CarsApiTest","checkNegativeUpdateCarBrokeBody"
"Получение несуществующего пользователя","0","Проверка получения несуществующего пользователя","API Test Suite","Wed Jul 01 08:22:05 UTC 2026","skipped","Wed Jul 01 08:22:05 UTC 2026","tests.api.users.UsersApiTest","AllTests-API","tests.api.users.UsersApiTest","testGetNonExistentUser"
"Создание пользователя с невалидными данными","0","Проверка создания пользователя с невалидными данными","API Test Suite","Wed Jul 01 08:22:04 UTC 2026","skipped","Wed Jul 01 08:22:04 UTC 2026","tests.api.users.UsersApiTest","AllTests-API","tests.api.users.UsersApiTest","testCreateUserWithInvalidData"
"Обновление данных пользователя через PUT /user/{userId}","0","Проверка обновления пользователя через PUT /user/{userId}","API Test Suite","Wed Jul 01 08:22:03 UTC 2026","skipped","Wed Jul 01 08:22:03 UTC 2026","tests.api.users.UsersApiTest","AllTests-API","tests.api.users.UsersApiTest","testUpdateUser"
"Авторизация с пустым телом запроса","398","Авторизация с пустым телом запроса","API Test Suite","Wed Jul 01 08:22:08 UTC 2026","passed","Wed Jul 01 08:22:09 UTC 2026","tests.api.login.LoginApiTest","AllTests-API","tests.api.login.LoginApiTest","checkingAuthorizationRequestWithAnEmptyRequestBodyAPI"
"Получение информации о пользователе с имуществом","1","Проверка получения информации о пользователе с имуществом через GET /user/{userId}/info","API Test Suite","Wed Jul 01 08:22:03 UTC 2026","skipped","Wed Jul 01 08:22:03 UTC 2026","tests.api.users.UsersApiTest","AllTests-API","tests.api.users.UsersApiTest","testGetUserInfoWithHouseAndCars"
"","0","setUp","API Test Suite","Wed Jul 01 08:22:07 UTC 2026","failed","Wed Jul 01 08:22:07 UTC 2026","tests.api.users.UsersApiTest","AllTests-API","tests.api.users.UsersApiTest","setUp"
"API проверка обновления авто POST /car с невалидным телом","1","API проверка обновления авто POST /car с невалидным телом","API Test Suite","Wed Jul 01 08:22:01 UTC 2026","skipped","Wed Jul 01 08:22:01 UTC 2026","tests.api.cars.CarsApiTest","AllTests-API","tests.api.cars.CarsApiTest","checkNegativeUpdateCarBrokeBody"
"Авторизация с невалидным email","489","Авторизация с невалидным email","API Test Suite","Wed Jul 01 08:22:09 UTC 2026","passed","Wed Jul 01 08:22:09 UTC 2026","tests.api.login.LoginApiTest","AllTests-API","tests.api.login.LoginApiTest","checkingAuthorizationWithInvalidEmailAPI"
"Проверка получения access_token в ответе POST/login","503","Проверка получения access_token в ответе POST/login","API Test Suite","Wed Jul 01 08:22:08 UTC 2026","passed","Wed Jul 01 08:22:08 UTC 2026","tests.api.login.LoginApiTest","AllTests-API","tests.api.login.LoginApiTest","checkingWhetherAnAccessTokenInTheLoginResponseAPI"
"API проверка обновления авто POST /car с невалидным телом","1","API проверка обновления авто POST /car с невалидным телом","API Test Suite","Wed Jul 01 08:22:01 UTC 2026","skipped","Wed Jul 01 08:22:01 UTC 2026","tests.api.cars.CarsApiTest","AllTests-API","tests.api.cars.CarsApiTest","checkNegativeUpdateCarBrokeBody"
"Запрос автомобиля с несуществующим id GET /car/{carId}","0","Запрос автомобиля с несуществующим id GET /car/{carId}","API Test Suite","Wed Jul 01 08:22:01 UTC 2026","skipped","Wed Jul 01 08:22:01 UTC 2026","tests.api.cars.CarsApiTest","AllTests-API","tests.api.cars.CarsApiTest","checkNegativeGetCar"
"Создание пользователя с отрицательным балансом","0","Проверка создания пользователя с отрицательным балансом","API Test Suite","Wed Jul 01 08:22:07 UTC 2026","skipped","Wed Jul 01 08:22:07 UTC 2026","tests.api.users.UsersApiTest","AllTests-API","tests.api.users.UsersApiTest","testCreateUserWithNegativeBalance"
"API проверка создания авто POST /car с невалидным телом","0","API проверка создания авто POST /car с невалидным телом","API Test Suite","Wed Jul 01 08:22:01 UTC 2026","skipped","Wed Jul 01 08:22:01 UTC 2026","tests.api.cars.CarsApiTest","AllTests-API","tests.api.cars.CarsApiTest","checkNegativeCreateCar"
"API проверка получения авто конкретного пользователя GET /user/{userId}/cars","1","API проверка получения авто конкретного пользователя GET /user/{userId}/cars","API Test Suite","Wed Jul 01 08:22:01 UTC 2026","skipped","Wed Jul 01 08:22:01 UTC 2026","tests.api.cars.CarsApiTest","AllTests-API","tests.api.cars.CarsApiTest","checkUserCar"
"Создание пользователя с валидными данными через POST /user","0","Проверка создания пользователя через POST /user с валидными данными","API Test Suite","Wed Jul 01 08:22:01 UTC 2026","skipped","Wed Jul 01 08:22:01 UTC 2026","tests.api.users.UsersApiTest","AllTests-API","tests.api.users.UsersApiTest","testCreateUserWithValidData"
"API проверка обновления авто POST /car с невалидным телом","0","API проверка обновления авто POST /car с невалидным телом","API Test Suite","Wed Jul 01 08:22:01 UTC 2026","skipped","Wed Jul 01 08:22:01 UTC 2026","tests.api.cars.CarsApiTest","AllTests-API","tests.api.cars.CarsApiTest","checkNegativeUpdateCarBrokeBody"
"API проверка создания авто POST /car с невалидным телом","0","API проверка создания авто POST /car с невалидным телом","API Test Suite","Wed Jul 01 08:22:01 UTC 2026","skipped","Wed Jul 01 08:22:01 UTC 2026","tests.api.cars.CarsApiTest","AllTests-API","tests.api.cars.CarsApiTest","checkNegativeCreateCar"
"API проверка списка всех авто с помощью ручки GET /cars","0","API проверка списка всех авто с помощью ручки GET /cars","API Test Suite","Wed Jul 01 08:22:01 UTC 2026","skipped","Wed Jul 01 08:22:01 UTC 2026","tests.api.cars.CarsApiTest","AllTests-API","tests.api.cars.CarsApiTest","checkGetAllCars"
"Авторизация пользователя с валидными данными (JSON) тестирование API","732","Авторизация пользователя с валидными данными (JSON) POST/login","API Test Suite","Wed Jul 01 08:22:07 UTC 2026","passed","Wed Jul 01 08:22:08 UTC 2026","tests.api.login.LoginApiTest","AllTests-API","tests.api.login.LoginApiTest","checkingApiUserAuthorizationWithValidDataAPI"
"API проверка обновления авто POST /car с невалидным телом","0","API проверка обновления авто POST /car с невалидным телом","API Test Suite","Wed Jul 01 08:22:01 UTC 2026","skipped","Wed Jul 01 08:22:01 UTC 2026","tests.api.cars.CarsApiTest","AllTests-API","tests.api.cars.CarsApiTest","checkNegativeUpdateCarBrokeBody"
"Создание пользователя без обязательных полей","1","Проверка создания пользователя без обязательных полей","API Test Suite","Wed Jul 01 08:22:06 UTC 2026","skipped","Wed Jul 01 08:22:06 UTC 2026","tests.api.users.UsersApiTest","AllTests-API","tests.api.users.UsersApiTest","testCreateUserWithoutRequiredFields"
"Получение списка всех пользователей через GET /users","0","Проверка получения списка пользователей через GET /users","API Test Suite","Wed Jul 01 08:22:02 UTC 2026","skipped","Wed Jul 01 08:22:02 UTC 2026","tests.api.users.UsersApiTest","AllTests-API","tests.api.users.UsersApiTest","testGetAllUsers"
"API проверка всего цикла CRUD. Создание, получение, изменения и удаление авто","1","API проверка всего цикла CRUD. Создание, получение, изменения и удаление авто","API Test Suite","Wed Jul 01 08:22:01 UTC 2026","skipped","Wed Jul 01 08:22:01 UTC 2026","tests.api.cars.CarsApiTest","AllTests-API","tests.api.cars.CarsApiTest","checkCarsCRUD"
"Удаление автомобиля с несуществующим id DELETE /car/{carId}","0","Удаление автомобиля с несуществующим id DELETE /car/{carId}","API Test Suite","Wed Jul 01 08:22:01 UTC 2026","skipped","Wed Jul 01 08:22:01 UTC 2026","tests.api.cars.CarsApiTest","AllTests-API","tests.api.cars.CarsApiTest","checkNegativeDeleteCar"
"Обновление несуществующего пользователя","0","Проверка обновления несуществующего пользователя","API Test Suite","Wed Jul 01 08:22:05 UTC 2026","skipped","Wed Jul 01 08:22:05 UTC 2026","tests.api.users.UsersApiTest","AllTests-API","tests.api.users.UsersApiTest","testUpdateNonExistentUser"
"Изменение автомобиля с несуществующим id GET /car/{carId}","0","Изменение автомобиля с несуществующим id GET /car/{carId}","API Test Suite","Wed Jul 01 08:22:01 UTC 2026","skipped","Wed Jul 01 08:22:01 UTC 2026","tests.api.cars.CarsApiTest","AllTests-API","tests.api.cars.CarsApiTest","checkNegativeUpdateCar"
