"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Проверка валидации страницы 'Authorization' на наличие всех элементов.","1880","Проверка валидации страницы 'Authorization' на наличие всех элементов","CrossBrowserTestSuite","Wed Jun 10 20:03:36 UTC 2026","passed","Wed Jun 10 20:03:38 UTC 2026","ui.tests.LoginTest","AllTests-Firefox","ui.tests.LoginTest","checkingTheValidityOfTheAuthorizationPage"
"Проверка авторизации с пустым значением 'Email' и валидным 'Password'","1902","Проверка авторизации с пустым значением 'Email' и валидным 'Password'","CrossBrowserTestSuite","Wed Jun 10 20:03:59 UTC 2026","passed","Wed Jun 10 20:04:01 UTC 2026","ui.tests.LoginTest","AllTests-Firefox","ui.tests.LoginTest","checkingAuthorizationWithAnEmptyEmailValueAndAValidPassword"
"","7418","testFullUserFlow","CrossBrowserTestSuite","Wed Jun 10 20:02:34 UTC 2026","passed","Wed Jun 10 20:02:41 UTC 2026","ui.tests.AllPostTest","AllTests-Firefox","ui.tests.AllPostTest","testFullUserFlow"
"Проверка авторизации с пустым значением 'Email' и валидным 'Password'","1929","Проверка авторизации с пустым значением 'Email' и валидным 'Password'","CrossBrowserTestSuite","Wed Jun 10 20:01:53 UTC 2026","passed","Wed Jun 10 20:01:55 UTC 2026","ui.tests.LoginTest","AllTests-Chrome","ui.tests.LoginTest","checkingAuthorizationWithAnEmptyEmailValueAndAValidPassword"
"Авторизация пользователя с валидными данными 'Email' и 'Password'.","2678","Проверка авторизации с валидными данными (валидный email + пароль) иотображения сообщения об успешном входе.","CrossBrowserTestSuite","Wed Jun 10 20:03:54 UTC 2026","passed","Wed Jun 10 20:03:56 UTC 2026","ui.tests.LoginTest","AllTests-Firefox","ui.tests.LoginTest","positiveAuthorization"
"Проверка устойчивости формы авторизации к SQL-инъекциям через поле 'Password'","2137","Проверка того, что ввод SQL-пейлоада в поле пароля не ломает БД и выдает стандартный алерт","CrossBrowserTestSuite","Wed Jun 10 20:01:20 UTC 2026","passed","Wed Jun 10 20:01:22 UTC 2026","ui.tests.LoginTest","AllTests-Chrome","ui.tests.LoginTest","checkingPasswordSqlInjectionProtectionSoft"
"Проверка устойчивости формы авторизации к SQL-инъекциям через поле 'Password'","2113","Проверка того, что ввод SQL-пейлоада в поле пароля не ломает БД и выдает стандартный алерт","CrossBrowserTestSuite","Wed Jun 10 20:01:10 UTC 2026","passed","Wed Jun 10 20:01:12 UTC 2026","ui.tests.LoginTest","AllTests-Chrome","ui.tests.LoginTest","checkingPasswordSqlInjectionProtectionSoft"
"Проверка устойчивости формы авторизации к SQL-инъекциям через поле 'Password'","2202","Проверка того, что ввод SQL-пейлоада в поле пароля не ломает БД и выдает стандартный алерт","CrossBrowserTestSuite","Wed Jun 10 20:02:54 UTC 2026","passed","Wed Jun 10 20:02:56 UTC 2026","ui.tests.LoginTest","AllTests-Firefox","ui.tests.LoginTest","checkingPasswordSqlInjectionProtectionSoft"
"Проверка аллерта после ввода валидного 'Email' невалидного 'Password' и нажатия 'GO'","2357","Проверка аллерта после ввода валидного 'Email' невалидного 'Password' и нажатия 'GO'","CrossBrowserTestSuite","Wed Jun 10 20:03:14 UTC 2026","passed","Wed Jun 10 20:03:16 UTC 2026","ui.tests.LoginTest","AllTests-Firefox","ui.tests.LoginTest","checkingTheAlertAfterEnteringAValidEmailAndAnInvalidPasswordAndPressingGo"
"Проверка аллерта после ввода невалидного 'Email' валидного 'Password' и нажатия 'GO'","2552","Проверка аллерта после ввода невалидного 'Email' валидного 'Password' и нажатия 'GO'","CrossBrowserTestSuite","Wed Jun 10 20:01:48 UTC 2026","passed","Wed Jun 10 20:01:50 UTC 2026","ui.tests.LoginTest","AllTests-Chrome","ui.tests.LoginTest","emailValidationCheckWithoutDomainWithErrorInformationMessage"
