"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Проверка создания автомобиля с валидными данными со страницы Cars -> Create new","6935","Проверка создания автомобиля с валидными данными со страницы Cars -> Create new","CrossBrowserTestSuite","Fri Jun 19 14:38:03 UTC 2026","passed","Fri Jun 19 14:38:10 UTC 2026","ui.tests.CarsTest","AllTests-Chrome","ui.tests.CarsTest","testCreateNewCar"
"Полный цикл CRUD: создание, операции и удаление пользователя, автомобиля и дома","17231","E2E-сценарий: создание пользователя -> пополнение баланса -> создание авто -> покупка/продажа авто -> создание дома -> заселение/выселение -> удаление всех сущностей","CrossBrowserTestSuite","Fri Jun 19 14:35:07 UTC 2026","passed","Fri Jun 19 14:35:24 UTC 2026","ui.tests.AllPostTest","AllTests-Chrome","ui.tests.AllPostTest","testFullUserFlow"
"Проверка корректной сортировки значений атрибута Engine Type таблицы Cars Я-А","12437","Проверка корректной сортировки значений атрибута Engine Type таблицы Cars Я-А","CrossBrowserTestSuite","Fri Jun 19 14:46:26 UTC 2026","passed","Fri Jun 19 14:46:39 UTC 2026","ui.tests.CarsTest","AllTests-Firefox","ui.tests.CarsTest","checkSortEngineZA"
"Проверка устойчивости формы авторизации к SQL-инъекциям через поле 'Password'","2701","Проверка того, что ввод SQL-пейлоада в поле пароля не ломает БД и выдает стандартный алерт","CrossBrowserTestSuite","Fri Jun 19 14:36:59 UTC 2026","passed","Fri Jun 19 14:37:02 UTC 2026","ui.tests.LoginTest","AllTests-Chrome","ui.tests.LoginTest","checkingPasswordSqlInjectionProtectionSoft"
"Проверка устойчивости формы авторизации к SQL-инъекциям через поле 'Password'","2666","Проверка того, что ввод SQL-пейлоада в поле пароля не ломает БД и выдает стандартный алерт","CrossBrowserTestSuite","Fri Jun 19 14:43:20 UTC 2026","passed","Fri Jun 19 14:43:23 UTC 2026","ui.tests.LoginTest","AllTests-Firefox","ui.tests.LoginTest","checkingPasswordSqlInjectionProtectionSoft"
"Проверка создания автомобиля с невалидными данными со страницы Cars -> Create new","6924","Проверка создания автомобиля с невалидными данными со страницы Cars -> Create new","CrossBrowserTestSuite","Fri Jun 19 14:38:53 UTC 2026","passed","Fri Jun 19 14:39:00 UTC 2026","ui.tests.CarsTest","AllTests-Chrome","ui.tests.CarsTest","testErrorCreateCar"
"Проверка устойчивости формы авторизации к SQL-инъекциям через поле 'Password'","2836","Проверка того, что ввод SQL-пейлоада в поле пароля не ломает БД и выдает стандартный алерт","CrossBrowserTestSuite","Fri Jun 19 14:43:10 UTC 2026","passed","Fri Jun 19 14:43:13 UTC 2026","ui.tests.LoginTest","AllTests-Firefox","ui.tests.LoginTest","checkingPasswordSqlInjectionProtectionSoft"
"Проверка валидации страницы 'Authorization' на наличие всех элементов.","2500","Проверка валидации страницы 'Authorization' на наличие всех элементов","CrossBrowserTestSuite","Fri Jun 19 14:43:58 UTC 2026","passed","Fri Jun 19 14:44:01 UTC 2026","ui.tests.LoginTest","AllTests-Firefox","ui.tests.LoginTest","checkingTheValidityOfTheAuthorizationPage"
"Проверка устойчивости формы авторизации к SQL-инъекциям через поле 'Password'","2621","Проверка того, что ввод SQL-пейлоада в поле пароля не ломает БД и выдает стандартный алерт","CrossBrowserTestSuite","Fri Jun 19 14:43:30 UTC 2026","passed","Fri Jun 19 14:43:33 UTC 2026","ui.tests.LoginTest","AllTests-Firefox","ui.tests.LoginTest","checkingPasswordSqlInjectionProtectionSoft"
"Проверка валидации полей на странице 'Houses/Create new' с получением ошибок при вводе невалидных значений","7693","Проверка валидации полей на странице 'Houses/Create new' с получением ошибок при вводе невалидных значений","CrossBrowserTestSuite","Fri Jun 19 14:42:23 UTC 2026","passed","Fri Jun 19 14:42:31 UTC 2026","ui.tests.HousesTest","AllTests-Firefox","ui.tests.HousesTest","checkingTheValidationOfFieldsOnTheHousesCreateNewPageAndReceivingErrorsWhenEnteringInvalidValues"
"Проверка валидации полей на странице 'Houses/Create new' с получением ошибок при вводе невалидных значений","8154","Проверка валидации полей на странице 'Houses/Create new' с получением ошибок при вводе невалидных значений","CrossBrowserTestSuite","Fri Jun 19 14:36:01 UTC 2026","passed","Fri Jun 19 14:36:09 UTC 2026","ui.tests.HousesTest","AllTests-Chrome","ui.tests.HousesTest","checkingTheValidationOfFieldsOnTheHousesCreateNewPageAndReceivingErrorsWhenEnteringInvalidValues"
"Проверка устойчивости формы авторизации к SQL-инъекциям через поле 'Password'","2699","Проверка того, что ввод SQL-пейлоада в поле пароля не ломает БД и выдает стандартный алерт","CrossBrowserTestSuite","Fri Jun 19 14:36:56 UTC 2026","passed","Fri Jun 19 14:36:59 UTC 2026","ui.tests.LoginTest","AllTests-Chrome","ui.tests.LoginTest","checkingPasswordSqlInjectionProtectionSoft"
"Проверка аллерта после ввода невалидного 'Email' валидного 'Password' и нажатия 'GO'","3489","Проверка аллерта после ввода невалидного 'Email' валидного 'Password' и нажатия 'GO'","CrossBrowserTestSuite","Fri Jun 19 14:37:30 UTC 2026","passed","Fri Jun 19 14:37:34 UTC 2026","ui.tests.LoginTest","AllTests-Chrome","ui.tests.LoginTest","emailValidationCheckWithoutDomainWithErrorInformationMessage"
"Проверка валидации поля 'Password' при вводе значений < 3 символов","2755","Проверка валидации поля 'Password' при вводе значений < 3 символов","CrossBrowserTestSuite","Fri Jun 19 14:44:48 UTC 2026","passed","Fri Jun 19 14:44:51 UTC 2026","ui.tests.LoginTest","AllTests-Firefox","ui.tests.LoginTest","checkValidationForPasswordFieldWithValueLessThanThree"
"Проверка корректной сортировки первых 30 значений атрибута ID таблицы Cars по возрастанию","9406","Проверка корректной сортировки первых 30 значений атрибута таблицы ID Cars по возрастанию","CrossBrowserTestSuite","Fri Jun 19 14:39:35 UTC 2026","passed","Fri Jun 19 14:39:44 UTC 2026","ui.tests.CarsTest","AllTests-Chrome","ui.tests.CarsTest","checkSortIdLowHigh"
"Проверка корректной сортировки значений атрибута Engine Type таблицы Cars А-Я","9485","Проверка корректной сортировки значений атрибута Engine Type таблицы Cars А-Я","CrossBrowserTestSuite","Fri Jun 19 14:46:14 UTC 2026","passed","Fri Jun 19 14:46:24 UTC 2026","ui.tests.CarsTest","AllTests-Firefox","ui.tests.CarsTest","checkSortEngineAZ"
"Проверка корректной сортировки значений атрибута Engine Type таблицы Cars А-Я","9605","Проверка корректной сортировки значений атрибута Engine Type таблицы Cars А-Я","CrossBrowserTestSuite","Fri Jun 19 14:39:01 UTC 2026","passed","Fri Jun 19 14:39:10 UTC 2026","ui.tests.CarsTest","AllTests-Chrome","ui.tests.CarsTest","checkSortEngineAZ"
"Проверка устойчивости формы авторизации к SQL-инъекциям через поле 'Password'","2670","Проверка того, что ввод SQL-пейлоада в поле пароля не ломает БД и выдает стандартный алерт","CrossBrowserTestSuite","Fri Jun 19 14:36:50 UTC 2026","passed","Fri Jun 19 14:36:53 UTC 2026","ui.tests.LoginTest","AllTests-Chrome","ui.tests.LoginTest","checkingPasswordSqlInjectionProtectionSoft"
"Проверка валидации полей на странице 'Houses/Create new' с получением ошибок при вводе невалидных значений","8175","Проверка валидации полей на странице 'Houses/Create new' с получением ошибок при вводе невалидных значений","CrossBrowserTestSuite","Fri Jun 19 14:36:35 UTC 2026","passed","Fri Jun 19 14:36:43 UTC 2026","ui.tests.HousesTest","AllTests-Chrome","ui.tests.HousesTest","checkingTheValidationOfFieldsOnTheHousesCreateNewPageAndReceivingErrorsWhenEnteringInvalidValues"
"Проверка валидации полей на странице 'Houses/Create new' с получением ошибок при вводе невалидных значений","8328","Проверка валидации полей на странице 'Houses/Create new' с получением ошибок при вводе невалидных значений","CrossBrowserTestSuite","Fri Jun 19 14:35:44 UTC 2026","passed","Fri Jun 19 14:35:52 UTC 2026","ui.tests.HousesTest","AllTests-Chrome","ui.tests.HousesTest","checkingTheValidationOfFieldsOnTheHousesCreateNewPageAndReceivingErrorsWhenEnteringInvalidValues"
"Проверка устойчивости формы авторизации к SQL-инъекциям через поле 'Password'","2742","Проверка того, что ввод SQL-пейлоада в поле пароля не ломает БД и выдает стандартный алерт","CrossBrowserTestSuite","Fri Jun 19 14:43:25 UTC 2026","passed","Fri Jun 19 14:43:28 UTC 2026","ui.tests.LoginTest","AllTests-Firefox","ui.tests.LoginTest","checkingPasswordSqlInjectionProtectionSoft"
"Проверка устойчивости формы авторизации к SQL-инъекциям через поле 'Password'","2571","Проверка того, что ввод SQL-пейлоада в поле пароля не ломает БД и выдает стандартный алерт","CrossBrowserTestSuite","Fri Jun 19 14:43:15 UTC 2026","passed","Fri Jun 19 14:43:18 UTC 2026","ui.tests.LoginTest","AllTests-Firefox","ui.tests.LoginTest","checkingPasswordSqlInjectionProtectionSoft"
"Проверка корректной сортировки первых 30 значений атрибута ID таблицы Cars по убыванию","11743","Проверка корректной сортировки первых 30 значений атрибута ID таблицы Cars по убыванию","CrossBrowserTestSuite","Fri Jun 19 14:39:23 UTC 2026","passed","Fri Jun 19 14:39:34 UTC 2026","ui.tests.CarsTest","AllTests-Chrome","ui.tests.CarsTest","checkSortIdHighLow"
"Проверка авторизации с пустым значением 'Email' и валидным 'Password'","2531","Проверка авторизации с пустым значением 'Email' и валидным 'Password'","CrossBrowserTestSuite","Fri Jun 19 14:44:22 UTC 2026","passed","Fri Jun 19 14:44:25 UTC 2026","ui.tests.LoginTest","AllTests-Firefox","ui.tests.LoginTest","checkingAuthorizationWithAnEmptyEmailValueAndAValidPassword"
"Проверка валидации страницы 'Authorization' на наличие всех элементов.","2514","Проверка валидации страницы 'Authorization' на наличие всех элементов","CrossBrowserTestSuite","Fri Jun 19 14:37:21 UTC 2026","passed","Fri Jun 19 14:37:23 UTC 2026","ui.tests.LoginTest","AllTests-Chrome","ui.tests.LoginTest","checkingTheValidityOfTheAuthorizationPage"
"Проверка недоступности выполнений действий для неавторизованного пользователя (создать пользователя)","5719","Проверка недоступности выполнений действий для неавторизованного пользователя(создать пользователя)","CrossBrowserTestSuite","Fri Jun 19 14:44:03 UTC 2026","passed","Fri Jun 19 14:44:09 UTC 2026","ui.tests.LoginTest","AllTests-Firefox","ui.tests.LoginTest","checkingWhetherActionsCanBePerformedByAnUnauthorizedUser"
