"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Создание пользователя с невалидным возрастом","520","Проверка создания пользователя с невалидным возрастом","AllTestSuite","Fri Jul 03 06:09:28 UTC 2026","failed","Fri Jul 03 06:09:29 UTC 2026","tests.api.users.UsersApiTest","AllTests-Chrome","tests.api.users.UsersApiTest","testCreateUserWithInvalidAge"
"Проверка создания автомобиля с валидными данными со страницы Cars -> Create new","6360","Проверка создания автомобиля с валидными данными со страницы Cars -> Create new","AllTestSuite","Fri Jul 03 06:09:59 UTC 2026","passed","Fri Jul 03 06:10:05 UTC 2026","tests.ui.cars.CarsTest","AllTests-Chrome","tests.ui.cars.CarsTest","testCreateNewCar"
"Проверка создания автомобиля с невалидными данными со страницы Cars -> Create new","6335","Проверка создания автомобиля с невалидными данными со страницы Cars -> Create new","AllTestSuite","Fri Jul 03 06:11:55 UTC 2026","passed","Fri Jul 03 06:12:01 UTC 2026","tests.ui.cars.CarsTest","AllTests-Chrome","tests.ui.cars.CarsTest","testErrorCreateCar"
"Проверка корректной сортировки первых 30 значений атрибута ID таблицы Cars по убыванию","11281","Проверка корректной сортировки первых 30 значений атрибута ID таблицы Cars по убыванию","AllTestSuite","Fri Jul 03 06:14:39 UTC 2026","passed","Fri Jul 03 06:14:50 UTC 2026","tests.ui.cars.CarsTest","AllTests-Chrome","tests.ui.cars.CarsTest","checkSortIdHighLow"
"Проверка аллерта после ввода невалидного 'Email' валидного 'Password' и нажатия 'GO'","2445","Проверка аллерта после ввода невалидного 'Email' валидного 'Password' и нажатия 'GO'","AllTestSuite","Fri Jul 03 06:28:58 UTC 2026","passed","Fri Jul 03 06:29:00 UTC 2026","tests.ui.login.LoginTest","AllTests-Chrome","tests.ui.login.LoginTest","emailValidationCheckWithoutDomainWithErrorInformationMessage"
"Проверка доступности выполнений действий для авторизованного пользователя (создать пользователя)","14279","Проверка доступности выполнений действий для авторизованного пользователя (создать пользователя)","AllTestSuite","Fri Jul 03 06:28:18 UTC 2026","passed","Fri Jul 03 06:28:32 UTC 2026","tests.ui.login.LoginTest","AllTests-Chrome","tests.ui.login.LoginTest","checkingTheAvailabilityOfActionsForAnAuthorizedUser"
"Проверка корректной сортировки первых 30 значений атрибута Model таблицы Cars Я-А","28321","Проверка корректной сортировки первых 30 значений атрибута Model таблицы Cars Я-А","AllTestSuite","Fri Jul 03 06:22:35 UTC 2026","failed","Fri Jul 03 06:23:03 UTC 2026","tests.ui.cars.CarsTest","AllTests-Chrome","tests.ui.cars.CarsTest","checkSortModelZA"
"Проверка корректной сортировки значений атрибута Engine Type таблицы Cars Я-А","11458","Проверка корректной сортировки значений атрибута Engine Type таблицы Cars Я-А","AllTestSuite","Fri Jul 03 06:14:27 UTC 2026","passed","Fri Jul 03 06:14:38 UTC 2026","tests.ui.cars.CarsTest","AllTests-Chrome","tests.ui.cars.CarsTest","checkSortEngineZA"
"Обновление данных пользователя через PUT /user/{userId}","556","Проверка обновления пользователя через PUT /user/{userId}","AllTestSuite","Fri Jul 03 06:09:20 UTC 2026","passed","Fri Jul 03 06:09:21 UTC 2026","tests.api.users.UsersApiTest","AllTests-Chrome","tests.api.users.UsersApiTest","testUpdateUser"
"Проверка получения access_token в ответе POST/login","255","Проверка получения access_token в ответе POST/login","AllTestSuite","Fri Jul 03 06:09:33 UTC 2026","failed","Fri Jul 03 06:09:33 UTC 2026","tests.api.login.LoginApiTest","AllTests-Chrome","tests.api.login.LoginApiTest","checkingWhetherAnAccessTokenInTheLoginResponseAPI"
"Проверка сортировки пользователей по возрастанию возраста","16891","Проверка сортировки пользователей по возрастанию возраста","AllTestSuite","Fri Jul 03 06:35:05 UTC 2026","passed","Fri Jul 03 06:35:22 UTC 2026","tests.ui.users.UsersReadAllTest","AllTests-Chrome","tests.ui.users.UsersReadAllTest","checkSortByAgeIncrease"
"Проверка создания автомобиля с валидными данными со страницы Cars -> Create new","6456","Проверка создания автомобиля с валидными данными со страницы Cars -> Create new","AllTestSuite","Fri Jul 03 06:10:33 UTC 2026","passed","Fri Jul 03 06:10:40 UTC 2026","tests.ui.cars.CarsTest","AllTests-Chrome","tests.ui.cars.CarsTest","testCreateNewCar"
"","5979","Проверка обработки невалидных данных при создании пользователя","AllTestSuite","Fri Jul 03 06:48:54 UTC 2026","failed","Fri Jul 03 06:49:00 UTC 2026","tests.ui.users.CreateUserTest","AllTests-Chrome","tests.ui.users.CreateUserTest","testInvalidUserData"
"Проверка ввода в поле Price на странице Cars -> Create new, с помощью стрелок","10879","Проверка ввода в поле Price на странице Cars -> Create new, с помощью стрелок","AllTestSuite","Fri Jul 03 06:24:33 UTC 2026","passed","Fri Jul 03 06:24:44 UTC 2026","tests.ui.cars.CarsTest","AllTests-Chrome","tests.ui.cars.CarsTest","testArrowNumberInput"
"API проверка создания авто POST /car с невалидным телом","267","API проверка создания авто POST /car с невалидным телом","AllTestSuite","Fri Jul 03 06:08:56 UTC 2026","passed","Fri Jul 03 06:08:57 UTC 2026","tests.api.cars.CarsApiTest","AllTests-Chrome","tests.api.cars.CarsApiTest","checkNegativeCreateCar"
"Проверка валидации полей на странице 'Houses/Create new' с получением ошибок при вводе невалидных значений","7516","Проверка валидации полей на странице 'Houses/Create new' с получением ошибок при вводе невалидных значений","AllTestSuite","Fri Jul 03 06:27:36 UTC 2026","passed","Fri Jul 03 06:27:44 UTC 2026","tests.ui.houses.HousesTest","AllTests-Chrome","tests.ui.houses.HousesTest","checkingTheValidationOfFieldsOnTheHousesCreateNewPageAndReceivingErrorsWhenEnteringInvalidValues"
"Проверка ховер эффекта кнопок","29148","Проверка ховер эффекта кнопок","AllTestSuite","Fri Jul 03 06:30:47 UTC 2026","failed","Fri Jul 03 06:31:16 UTC 2026","tests.ui.users.UsersReadAllTest","AllTests-Chrome","tests.ui.users.UsersReadAllTest","checkHoverEffect"
"","6188","Проверка обработки невалидных данных при создании пользователя","AllTestSuite","Fri Jul 03 06:49:19 UTC 2026","failed","Fri Jul 03 06:49:26 UTC 2026","tests.ui.users.CreateUserTest","AllTests-Chrome","tests.ui.users.CreateUserTest","testInvalidUserData"
"API проверка всего цикла CRUD. Создание, получение, изменения и удаление авто","2193","API проверка всего цикла CRUD. Создание, получение, изменения и удаление авто","AllTestSuite","Fri Jul 03 06:08:49 UTC 2026","passed","Fri Jul 03 06:08:51 UTC 2026","tests.api.cars.CarsApiTest","AllTests-Chrome","tests.api.cars.CarsApiTest","checkCarsCRUD"
"Проверка создания автомобиля с валидными данными со страницы Cars -> Create new","6375","Проверка создания автомобиля с валидными данными со страницы Cars -> Create new","AllTestSuite","Fri Jul 03 06:11:14 UTC 2026","passed","Fri Jul 03 06:11:20 UTC 2026","tests.ui.cars.CarsTest","AllTests-Chrome","tests.ui.cars.CarsTest","testCreateNewCar"
"","5682","Проверка обработки невалидных данных при создании пользователя","AllTestSuite","Fri Jul 03 06:46:34 UTC 2026","passed","Fri Jul 03 06:46:40 UTC 2026","tests.ui.users.CreateUserTest","AllTests-Chrome","tests.ui.users.CreateUserTest","testInvalidUserData"
"Проверка ввода валидных значений в поля idUser и idCar на странице Cars -> Buy or Sell","7225","Проверка ввода разных значений в поля idUser и idCar на странице Cars -> Buy or Sell","AllTestSuite","Fri Jul 03 06:13:24 UTC 2026","passed","Fri Jul 03 06:13:32 UTC 2026","tests.ui.cars.CarsTest","AllTests-Chrome","tests.ui.cars.CarsTest","testInputIdUser"
"Проверка валидации полей на странице 'Houses/Create new' с получением ошибок при вводе невалидных значений","7644","Проверка валидации полей на странице 'Houses/Create new' с получением ошибок при вводе невалидных значений","AllTestSuite","Fri Jul 03 06:27:44 UTC 2026","passed","Fri Jul 03 06:27:52 UTC 2026","tests.ui.houses.HousesTest","AllTests-Chrome","tests.ui.houses.HousesTest","checkingTheValidationOfFieldsOnTheHousesCreateNewPageAndReceivingErrorsWhenEnteringInvalidValues"
"Проверка создания автомобиля с невалидными данными со страницы Cars -> Create new","6301","Проверка создания автомобиля с невалидными данными со страницы Cars -> Create new","AllTestSuite","Fri Jul 03 06:13:10 UTC 2026","passed","Fri Jul 03 06:13:16 UTC 2026","tests.ui.cars.CarsTest","AllTests-Chrome","tests.ui.cars.CarsTest","testErrorCreateCar"
"API проверка обновления авто POST /car с невалидным телом","1636","API проверка обновления авто POST /car с невалидным телом","AllTestSuite","Fri Jul 03 06:09:09 UTC 2026","passed","Fri Jul 03 06:09:10 UTC 2026","tests.api.cars.CarsApiTest","AllTests-Chrome","tests.api.cars.CarsApiTest","checkNegativeUpdateCarBrokeBody"
"Проверка ввода в инпут айди напрямую и через стрелочки","5271","Проверка ввода в инпут айди напрямую и через стрелочки","AllTestSuite","Fri Jul 03 06:44:43 UTC 2026","passed","Fri Jul 03 06:44:49 UTC 2026","tests.ui.users.UsersReadUserWithCarsTest","AllTests-Chrome","tests.ui.users.UsersReadUserWithCarsTest","checkIdEnterInputAndWithArrow"
"Проверка устойчивости формы авторизации к SQL-инъекциям через поле 'Password'","2122","Проверка того, что ввод SQL-пейлоада в поле пароля не ломает БД и выдает стандартный алерт","AllTestSuite","Fri Jul 03 06:28:12 UTC 2026","passed","Fri Jul 03 06:28:15 UTC 2026","tests.ui.login.LoginTest","AllTests-Chrome","tests.ui.login.LoginTest","checkingPasswordSqlInjectionProtectionSoft"
"Проверка создания дома с заполнением всех полей валидными кредами (включая необязательные","9703","Проверка создания дома с заполнением всех полей валидными кредами (включая необязательные)","AllTestSuite","Fri Jul 03 06:26:54 UTC 2026","passed","Fri Jul 03 06:27:04 UTC 2026","tests.ui.houses.HousesTest","AllTests-Chrome","tests.ui.houses.HousesTest","checkingTheCreationOfAHouseWithAllFieldsFilledWithValidCredits"
"Проверка устойчивости формы авторизации к SQL-инъекциям через поле 'Password'","2004","Проверка того, что ввод SQL-пейлоада в поле пароля не ломает БД и выдает стандартный алерт","AllTestSuite","Fri Jul 03 06:28:05 UTC 2026","passed","Fri Jul 03 06:28:07 UTC 2026","tests.ui.login.LoginTest","AllTests-Chrome","tests.ui.login.LoginTest","checkingPasswordSqlInjectionProtectionSoft"
"Проверка корректной сортировки первых 30 значений атрибута Price таблицы Cars по убыванию","17904","Проверка корректной сортировки первых 30 значений атрибута Price таблицы Cars по убыванию","AllTestSuite","Fri Jul 03 06:23:04 UTC 2026","passed","Fri Jul 03 06:23:21 UTC 2026","tests.ui.cars.CarsTest","AllTests-Chrome","tests.ui.cars.CarsTest","checkSortPriceHighLow"
"Проверка создания автомобиля с валидными данными со страницы Cars -> Create new","6374","Проверка создания автомобиля с валидными данными со страницы Cars -> Create new","AllTestSuite","Fri Jul 03 06:10:26 UTC 2026","failed","Fri Jul 03 06:10:33 UTC 2026","tests.ui.cars.CarsTest","AllTests-Chrome","tests.ui.cars.CarsTest","testCreateNewCar"
"API проверка списка всех авто с помощью ручки GET /cars","1331","API проверка списка всех авто с помощью ручки GET /cars","AllTestSuite","Fri Jul 03 06:08:54 UTC 2026","passed","Fri Jul 03 06:08:55 UTC 2026","tests.api.cars.CarsApiTest","AllTests-Chrome","tests.api.cars.CarsApiTest","checkGetAllCars"
"API проверка обновления авто POST /car с невалидным телом","1628","API проверка обновления авто POST /car с невалидным телом","AllTestSuite","Fri Jul 03 06:09:11 UTC 2026","passed","Fri Jul 03 06:09:12 UTC 2026","tests.api.cars.CarsApiTest","AllTests-Chrome","tests.api.cars.CarsApiTest","checkNegativeUpdateCarBrokeBody"
"Авторизация с невалидным Password","254","Авторизация с невалидным Password","AllTestSuite","Fri Jul 03 06:09:36 UTC 2026","failed","Fri Jul 03 06:09:36 UTC 2026","tests.api.login.LoginApiTest","AllTests-Chrome","tests.api.login.LoginApiTest","checkingAuthorizationWithInvalidPasswordAPI"
"Проверка валидации полей на странице 'Houses/Create new' с получением ошибок при вводе невалидных значений","7506","Проверка валидации полей на странице 'Houses/Create new' с получением ошибок при вводе невалидных значений","AllTestSuite","Fri Jul 03 06:27:12 UTC 2026","passed","Fri Jul 03 06:27:20 UTC 2026","tests.ui.houses.HousesTest","AllTests-Chrome","tests.ui.houses.HousesTest","checkingTheValidationOfFieldsOnTheHousesCreateNewPageAndReceivingErrorsWhenEnteringInvalidValues"
"Проверка ввода невалидных значений в поля idUser и idCar на странице Cars -> Buy or Sell","7161","Проверка ввода невалидных значений в поля idUser и idCar на странице Cars -> Buy or Sell","AllTestSuite","Fri Jul 03 06:24:45 UTC 2026","passed","Fri Jul 03 06:24:52 UTC 2026","tests.ui.cars.CarsTest","AllTests-Chrome","tests.ui.cars.CarsTest","testInputIdUserError"
"Проверка сортировки пользователей по убыванию возраста","19166","Проверка сортировки пользователей по убыванию возраста","AllTestSuite","Fri Jul 03 06:34:45 UTC 2026","passed","Fri Jul 03 06:35:05 UTC 2026","tests.ui.users.UsersReadAllTest","AllTests-Chrome","tests.ui.users.UsersReadAllTest","checkSortByAgeDecrease"
"Проверка создания автомобиля с невалидными данными со страницы Cars -> Create new","6347","Проверка создания автомобиля с невалидными данными со страницы Cars -> Create new","AllTestSuite","Fri Jul 03 06:12:08 UTC 2026","passed","Fri Jul 03 06:12:15 UTC 2026","tests.ui.cars.CarsTest","AllTests-Chrome","tests.ui.cars.CarsTest","testErrorCreateCar"
"","12293","Проверка корректного увеличения баланса пользователя","AllTestSuite","Fri Jul 03 06:45:32 UTC 2026","passed","Fri Jul 03 06:45:44 UTC 2026","tests.ui.users.UsersAddMoneyTest","AllTests-Chrome","tests.ui.users.UsersAddMoneyTest","testAddMoneySuccess"
"Проверка валидации поля 'Email' значением не являющимся адресом электронной почты.","1958","Проверка валидации поля 'Email' значением не являющимся адресом электронной почты","AllTestSuite","Fri Jul 03 06:29:11 UTC 2026","passed","Fri Jul 03 06:29:13 UTC 2026","tests.ui.login.LoginTest","AllTests-Chrome","tests.ui.login.LoginTest","checkForTheEmailField"
"","5400","Проверка обработки ошибок при пополнении баланса","AllTestSuite","Fri Jul 03 06:45:13 UTC 2026","passed","Fri Jul 03 06:45:18 UTC 2026","tests.ui.users.UsersAddMoneyTest","AllTests-Chrome","tests.ui.users.UsersAddMoneyTest","testAddMoneyInvalid"
"Проверка сортировки пользователей по полу от Z-A","18148","Проверка сортировки пользователей по полу от Z-A","AllTestSuite","Fri Jul 03 06:39:47 UTC 2026","passed","Fri Jul 03 06:40:05 UTC 2026","tests.ui.users.UsersReadAllTest","AllTests-Chrome","tests.ui.users.UsersReadAllTest","checkSortBySexDecrease"
"Проверка сортировки пользователей по возрастанию наличности","17138","Проверка сортировки пользователей по возрастанию наличности","AllTestSuite","Fri Jul 03 06:39:29 UTC 2026","passed","Fri Jul 03 06:39:46 UTC 2026","tests.ui.users.UsersReadAllTest","AllTests-Chrome","tests.ui.users.UsersReadAllTest","checkSortByMoneyIncrease"
"Получение информации о пользователе с имуществом","578","Проверка получения информации о пользователе с имуществом через GET /user/{userId}/info","AllTestSuite","Fri Jul 03 06:09:19 UTC 2026","passed","Fri Jul 03 06:09:20 UTC 2026","tests.api.users.UsersApiTest","AllTests-Chrome","tests.api.users.UsersApiTest","testGetUserInfoWithHouseAndCars"
"Проверка ввода валидных значений в поля idUser и idCar на странице Cars -> Buy or Sell","7232","Проверка ввода разных значений в поля idUser и idCar на странице Cars -> Buy or Sell","AllTestSuite","Fri Jul 03 06:13:17 UTC 2026","passed","Fri Jul 03 06:13:24 UTC 2026","tests.ui.cars.CarsTest","AllTests-Chrome","tests.ui.cars.CarsTest","testInputIdUser"
"Проверка устойчивости формы авторизации к SQL-инъекциям через поле 'Password'","2023","Проверка того, что ввод SQL-пейлоада в поле пароля не ломает БД и выдает стандартный алерт","AllTestSuite","Fri Jul 03 06:28:00 UTC 2026","passed","Fri Jul 03 06:28:02 UTC 2026","tests.ui.login.LoginTest","AllTests-Chrome","tests.ui.login.LoginTest","checkingPasswordSqlInjectionProtectionSoft"
"Авторизация с невалидным email","260","Авторизация с невалидным email","AllTestSuite","Fri Jul 03 06:09:35 UTC 2026","failed","Fri Jul 03 06:09:35 UTC 2026","tests.api.login.LoginApiTest","AllTests-Chrome","tests.api.login.LoginApiTest","checkingAuthorizationWithInvalidEmailAPI"
"","12277","Проверка корректного увеличения баланса пользователя","AllTestSuite","Fri Jul 03 06:45:19 UTC 2026","passed","Fri Jul 03 06:45:31 UTC 2026","tests.ui.users.UsersAddMoneyTest","AllTests-Chrome","tests.ui.users.UsersAddMoneyTest","testAddMoneySuccess"
"Проверка, что радиокнопки Buy и Sell на странице Cars -> Buy or Sell в неактивном состоянии","6535","Проверка, что радиокнопки Buy и Sell на странице Cars -> Buy or Sell в неактивном состоянии","AllTestSuite","Fri Jul 03 06:24:03 UTC 2026","passed","Fri Jul 03 06:24:10 UTC 2026","tests.ui.cars.CarsTest","AllTests-Chrome","tests.ui.cars.CarsTest","testRadioButtonDefault"
"","5802","Проверка обработки невалидных данных при создании пользователя","AllTestSuite","Fri Jul 03 06:47:50 UTC 2026","passed","Fri Jul 03 06:47:55 UTC 2026","tests.ui.users.CreateUserTest","AllTests-Chrome","tests.ui.users.CreateUserTest","testInvalidUserData"
"Получение списка всех пользователей через GET /users","2201","Проверка получения списка пользователей через GET /users","AllTestSuite","Fri Jul 03 06:09:16 UTC 2026","passed","Fri Jul 03 06:09:18 UTC 2026","tests.api.users.UsersApiTest","AllTests-Chrome","tests.api.users.UsersApiTest","testGetAllUsers"
"API проверка создания авто POST /car с невалидным телом","262","API проверка создания авто POST /car с невалидным телом","AllTestSuite","Fri Jul 03 06:08:58 UTC 2026","passed","Fri Jul 03 06:08:58 UTC 2026","tests.api.cars.CarsApiTest","AllTests-Chrome","tests.api.cars.CarsApiTest","checkNegativeCreateCar"
