"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Проверка валидации полей с получением ошибок при вводе невалидных значений","5946","Проверка валидации полей с получением ошибок при вводе невалидных значений","AllTestSuite","Thu Jul 02 22:47:13 UTC 2026","passed","Thu Jul 02 22:47:19 UTC 2026","tests.ui.users.UsersReadUserWithCarsTest","AllTests-Chrome","tests.ui.users.UsersReadUserWithCarsTest","checkDataInTableUserNegativeId"
"Проверка сортировки пользователей по имени от Z-A","19621","Проверка сортировки пользователей по имени от Z-A","AllTestSuite","Thu Jul 02 22:40:18 UTC 2026","passed","Thu Jul 02 22:40:38 UTC 2026","tests.ui.users.UsersReadAllTest","AllTests-Chrome","tests.ui.users.UsersReadAllTest","checkSortByFirstNameDecrease"
"","5955","Проверка обработки невалидных данных при создании пользователя","AllTestSuite","Thu Jul 02 22:51:52 UTC 2026","passed","Thu Jul 02 22:51:58 UTC 2026","tests.ui.users.CreateUserTest","AllTests-Chrome","tests.ui.users.CreateUserTest","testInvalidUserData"
"Проверка ввода в инпут айди напрямую и через стрелочки","5535","Проверка ввода в инпут айди напрямую и через стрелочки","AllTestSuite","Thu Jul 02 22:49:47 UTC 2026","passed","Thu Jul 02 22:49:52 UTC 2026","tests.ui.users.UsersReadUserWithCarsTest","AllTests-Chrome","tests.ui.users.UsersReadUserWithCarsTest","checkIdEnterInputAndWithArrow"
"Проверка корректной сортировки первых 30 значений атрибута Model таблицы Cars А-Я","21667","Проверка корректной сортировки первых 30 значений атрибута Model таблицы Cars А-Я","AllTestSuite","Thu Jul 02 22:24:52 UTC 2026","failed","Thu Jul 02 22:25:14 UTC 2026","tests.ui.cars.CarsTest","AllTests-Chrome","tests.ui.cars.CarsTest","checkSortModelAZ"
"Проверка валидации полей на странице 'Houses/Create new' с получением ошибок при вводе невалидных значений","7824","Проверка валидации полей на странице 'Houses/Create new' с получением ошибок при вводе невалидных значений","AllTestSuite","Thu Jul 02 22:31:58 UTC 2026","passed","Thu Jul 02 22:32:06 UTC 2026","tests.ui.houses.HousesTest","AllTests-Chrome","tests.ui.houses.HousesTest","checkingTheValidationOfFieldsOnTheHousesCreateNewPageAndReceivingErrorsWhenEnteringInvalidValues"
"","5565","Проверка обработки ошибок при пополнении баланса","AllTestSuite","Thu Jul 02 22:50:12 UTC 2026","passed","Thu Jul 02 22:50:17 UTC 2026","tests.ui.users.UsersAddMoneyTest","AllTests-Chrome","tests.ui.users.UsersAddMoneyTest","testAddMoneyInvalid"
"Проверка валидации поля 'Password' при вводе значений < 3 символов","2358","Проверка валидации поля 'Password' при вводе значений < 3 символов","AllTestSuite","Thu Jul 02 22:34:10 UTC 2026","passed","Thu Jul 02 22:34:12 UTC 2026","tests.ui.login.LoginTest","AllTests-Chrome","tests.ui.login.LoginTest","checkValidationForPasswordFieldWithValueLessThanThree"
"Проверка сортировки пользователей по фамилии от A-Z","17371","Проверка сортировки пользователей по фамилии от A-Z","AllTestSuite","Thu Jul 02 22:43:48 UTC 2026","failed","Thu Jul 02 22:44:05 UTC 2026","tests.ui.users.UsersReadAllTest","AllTests-Chrome","tests.ui.users.UsersReadAllTest","checkSortByLastNameIncrease"
"Проверка сортировки пользователей по убыванию ID","19170","Проверка сортировки пользователей по убыванию ID","AllTestSuite","Thu Jul 02 22:40:56 UTC 2026","passed","Thu Jul 02 22:41:15 UTC 2026","tests.ui.users.UsersReadAllTest","AllTests-Chrome","tests.ui.users.UsersReadAllTest","checkSortByIDDecrease"
"Проверка валидации полей на странице 'Houses/Create new' с получением ошибок при вводе невалидных значений","7824","Проверка валидации полей на странице 'Houses/Create new' с получением ошибок при вводе невалидных значений","AllTestSuite","Thu Jul 02 22:32:06 UTC 2026","passed","Thu Jul 02 22:32:14 UTC 2026","tests.ui.houses.HousesTest","AllTests-Chrome","tests.ui.houses.HousesTest","checkingTheValidationOfFieldsOnTheHousesCreateNewPageAndReceivingErrorsWhenEnteringInvalidValues"
"Запрос автомобиля несуществующего пользователя GET /user/{userId}/cars","1","Запрос автомобиля несуществующего пользователя GET /user/{userId}/cars","AllTestSuite","Thu Jul 02 22:13:12 UTC 2026","skipped","Thu Jul 02 22:13:12 UTC 2026","tests.api.cars.CarsApiTest","AllTests-Chrome","tests.api.cars.CarsApiTest","checkNegativeUserCar"
"","6061","Проверка обработки невалидных данных при создании пользователя","AllTestSuite","Thu Jul 02 22:53:06 UTC 2026","passed","Thu Jul 02 22:53:12 UTC 2026","tests.ui.users.CreateUserTest","AllTests-Chrome","tests.ui.users.CreateUserTest","testInvalidUserData"
"","6007","Проверка обработки невалидных данных при создании пользователя","AllTestSuite","Thu Jul 02 22:53:40 UTC 2026","passed","Thu Jul 02 22:53:46 UTC 2026","tests.ui.users.CreateUserTest","AllTests-Chrome","tests.ui.users.CreateUserTest","testInvalidUserData"
"","5603","Проверка обработки ошибок при пополнении баланса","AllTestSuite","Thu Jul 02 22:50:18 UTC 2026","passed","Thu Jul 02 22:50:23 UTC 2026","tests.ui.users.UsersAddMoneyTest","AllTests-Chrome","tests.ui.users.UsersAddMoneyTest","testAddMoneyInvalid"
"API проверка обновления авто POST /car с невалидным телом","1","API проверка обновления авто POST /car с невалидным телом","AllTestSuite","Thu Jul 02 22:13:12 UTC 2026","skipped","Thu Jul 02 22:13:12 UTC 2026","tests.api.cars.CarsApiTest","AllTests-Chrome","tests.api.cars.CarsApiTest","checkNegativeUpdateCarBrokeBody"
"Проверка обновления таблицы","48711","Проверка обновления таблицы","AllTestSuite","Thu Jul 02 22:38:51 UTC 2026","failed","Thu Jul 02 22:39:40 UTC 2026","tests.ui.users.UsersReadAllTest","AllTests-Chrome","tests.ui.users.UsersReadAllTest","checkReloadButton"
