"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Получение несуществующего пользователя","368","Проверка получения несуществующего пользователя","AllTestSuite","Thu Jul 02 22:13:25 UTC 2026","passed","Thu Jul 02 22:13:25 UTC 2026","tests.api.users.UsersApiTest","AllTests-Chrome","tests.api.users.UsersApiTest","testGetNonExistentUser"
"Получение пользователя по ID через GET /user/{userId}","787","Проверка получения пользователя через GET /user/{userId}","AllTestSuite","Thu Jul 02 22:13:13 UTC 2026","passed","Thu Jul 02 22:13:14 UTC 2026","tests.api.users.UsersApiTest","AllTests-Chrome","tests.api.users.UsersApiTest","testGetUserById"
"Проверка сортировки пользователей по убыванию наличности","20597","Проверка сортировки пользователей по убыванию наличности","AllTestSuite","Fri Jul 03 00:05:33 UTC 2026","failed","Fri Jul 03 00:05:54 UTC 2026","tests.ui.users.UsersReadAllTest","AllTests-Chrome","tests.ui.users.UsersReadAllTest","checkSortByMoneyDecrease"
"Проверка корректной работы радиокнопки Sell на странице Cars -> Buy or Sell","20628","Проверка корректной работы радиокнопки Sell на странице Cars -> Buy or Sell","AllTestSuite","Thu Jul 02 22:42:48 UTC 2026","failed","Thu Jul 02 22:43:08 UTC 2026","tests.ui.cars.CarsTest","AllTests-Chrome","tests.ui.cars.CarsTest","testRadioButtonSell"
"Проверка сортировки пользователей по имени от A-Z","20689","Проверка сортировки пользователей по имени от A-Z","AllTestSuite","Thu Jul 02 23:58:33 UTC 2026","failed","Thu Jul 02 23:58:53 UTC 2026","tests.ui.users.UsersReadAllTest","AllTests-Chrome","tests.ui.users.UsersReadAllTest","checkSortByFirstNameIncrease"
"Проверка обновления таблицы","20614","Проверка обновления таблицы","AllTestSuite","Thu Jul 02 23:52:56 UTC 2026","failed","Thu Jul 02 23:53:17 UTC 2026","tests.ui.users.UsersReadAllTest","AllTests-Chrome","tests.ui.users.UsersReadAllTest","checkReloadButton"
"Проверка валидации полей на странице 'Houses/Create new' с получением ошибок при вводе невалидных значений","20635","Проверка валидации полей на странице 'Houses/Create new' с получением ошибок при вводе невалидных значений","AllTestSuite","Thu Jul 02 23:23:27 UTC 2026","failed","Thu Jul 02 23:23:47 UTC 2026","tests.ui.houses.HousesTest","AllTests-Chrome","tests.ui.houses.HousesTest","checkingTheValidationOfFieldsOnTheHousesCreateNewPageAndReceivingErrorsWhenEnteringInvalidValues"
"Проверка валидации полей с получением ошибок при вводе невалидных значений","20594","Проверка валидации полей с получением ошибок при вводе невалидных значений","AllTestSuite","Fri Jul 03 00:12:34 UTC 2026","failed","Fri Jul 03 00:12:55 UTC 2026","tests.ui.users.UsersReadUserWithCarsTest","AllTests-Chrome","tests.ui.users.UsersReadUserWithCarsTest","checkDataInTableUserNegativeId"
"","20625","Проверка обработки ошибок при пополнении баланса","AllTestSuite","Fri Jul 03 00:26:35 UTC 2026","failed","Fri Jul 03 00:26:56 UTC 2026","tests.ui.users.UsersAddMoneyTest","AllTests-Chrome","tests.ui.users.UsersAddMoneyTest","testAddMoneyInvalid"
"API проверка создания авто POST /car с невалидным телом","379","API проверка создания авто POST /car с невалидным телом","AllTestSuite","Thu Jul 02 22:12:49 UTC 2026","passed","Thu Jul 02 22:12:49 UTC 2026","tests.api.cars.CarsApiTest","AllTests-Chrome","tests.api.cars.CarsApiTest","checkNegativeCreateCar"
"Проверка отображения данных по пользователю c одной машиной","20582","Проверка отображения данных по пользователю c одной машиной","AllTestSuite","Fri Jul 03 00:16:46 UTC 2026","failed","Fri Jul 03 00:17:07 UTC 2026","tests.ui.users.UsersReadUserWithCarsTest","AllTests-Chrome","tests.ui.users.UsersReadUserWithCarsTest","checkDataInTableUserWithOneCar"
"Проверка устойчивости формы авторизации к SQL-инъекциям через поле 'Password'","20671","Проверка того, что ввод SQL-пейлоада в поле пароля не ломает БД и выдает стандартный алерт","AllTestSuite","Thu Jul 02 23:29:03 UTC 2026","failed","Thu Jul 02 23:29:24 UTC 2026","tests.ui.login.LoginTest","AllTests-Chrome","tests.ui.login.LoginTest","checkingPasswordSqlInjectionProtectionSoft"
"Проверка создания автомобиля с невалидными данными со страницы Cars -> Create new","20625","Проверка создания автомобиля с невалидными данными со страницы Cars -> Create new","AllTestSuite","Thu Jul 02 22:27:22 UTC 2026","failed","Thu Jul 02 22:27:43 UTC 2026","tests.ui.cars.CarsTest","AllTests-Chrome","tests.ui.cars.CarsTest","testErrorCreateCar"
"Обновление данных пользователя через PUT /user/{userId}","773","Проверка обновления пользователя через PUT /user/{userId}","AllTestSuite","Thu Jul 02 22:13:21 UTC 2026","passed","Thu Jul 02 22:13:21 UTC 2026","tests.api.users.UsersApiTest","AllTests-Chrome","tests.api.users.UsersApiTest","testUpdateUser"
"Проверка, что кнопка Reload на странице Car -> read all, обновляет страницу с таблицей","20580","Проверка, что кнопка Reload на странице Car -> read all, обновляет страницу с таблицей","AllTestSuite","Thu Jul 02 22:59:36 UTC 2026","failed","Thu Jul 02 22:59:57 UTC 2026","tests.ui.cars.CarsTest","AllTests-Chrome","tests.ui.cars.CarsTest","checkReloadButton"
"Проверка создания автомобиля с невалидными данными со страницы Cars -> Create new","20657","Проверка создания автомобиля с невалидными данными со страницы Cars -> Create new","AllTestSuite","Thu Jul 02 22:31:34 UTC 2026","failed","Thu Jul 02 22:31:55 UTC 2026","tests.ui.cars.CarsTest","AllTests-Chrome","tests.ui.cars.CarsTest","testErrorCreateCar"
"Создание пользователя без обязательных полей","375","Проверка создания пользователя без обязательных полей","AllTestSuite","Thu Jul 02 22:13:27 UTC 2026","passed","Thu Jul 02 22:13:28 UTC 2026","tests.api.users.UsersApiTest","AllTests-Chrome","tests.api.users.UsersApiTest","testCreateUserWithoutRequiredFields"
