"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Проверка валидации полей на странице 'Houses/Create new' с получением ошибок при вводе невалидных значений","8234","Проверка валидации полей на странице 'Houses/Create new' с получением ошибок при вводе невалидных значений","AllTestSuite","Thu Jul 02 23:44:19 UTC 2026","passed","Thu Jul 02 23:44:28 UTC 2026","tests.ui.houses.HousesTest","AllTests-Chrome","tests.ui.houses.HousesTest","checkingTheValidationOfFieldsOnTheHousesCreateNewPageAndReceivingErrorsWhenEnteringInvalidValues"
"","6904","Проверка обработки невалидных данных при создании пользователя","AllTestSuite","Fri Jul 03 00:07:41 UTC 2026","failed","Fri Jul 03 00:07:48 UTC 2026","tests.ui.users.CreateUserTest","AllTests-Chrome","tests.ui.users.CreateUserTest","testInvalidUserData"
"Авторизация пользователя с валидными данными 'Email' и 'Password'.","3347","Проверка авторизации с валидными данными (валидный email + пароль) иотображения сообщения об успешном входе.","AllTestSuite","Thu Jul 02 23:46:05 UTC 2026","passed","Thu Jul 02 23:46:08 UTC 2026","tests.ui.login.LoginTest","AllTests-Chrome","tests.ui.login.LoginTest","positiveAuthorization"
"Проверка наличия всех атрибутов в таблице Cars -> read all","5881","Проверка наличия всех атрибутов в таблице Cars -> read all","AllTestSuite","Thu Jul 02 23:25:29 UTC 2026","passed","Thu Jul 02 23:25:35 UTC 2026","tests.ui.cars.CarsTest","AllTests-Chrome","tests.ui.cars.CarsTest","testAttributeCarsTable"
"Авторизация с невалидным Password","375","Авторизация с невалидным Password","AllTestSuite","Thu Jul 02 23:25:09 UTC 2026","failed","Thu Jul 02 23:25:10 UTC 2026","tests.api.login.LoginApiTest","AllTests-Chrome","tests.api.login.LoginApiTest","checkingAuthorizationWithInvalidPasswordAPI"
"","6413","Проверка обработки невалидных данных при создании пользователя","AllTestSuite","Fri Jul 03 00:06:00 UTC 2026","passed","Fri Jul 03 00:06:06 UTC 2026","tests.ui.users.CreateUserTest","AllTests-Chrome","tests.ui.users.CreateUserTest","testInvalidUserData"
"Проверка сортировки пользователей по убыванию ID","19837","Проверка сортировки пользователей по убыванию ID","AllTestSuite","Thu Jul 02 23:53:19 UTC 2026","passed","Thu Jul 02 23:53:39 UTC 2026","tests.ui.users.UsersReadAllTest","AllTests-Chrome","tests.ui.users.UsersReadAllTest","checkSortByIDDecrease"
"Проверка создания автомобиля с валидными данными со страницы Cars -> Create new","7023","Проверка создания автомобиля с валидными данными со страницы Cars -> Create new","AllTestSuite","Thu Jul 02 23:25:35 UTC 2026","passed","Thu Jul 02 23:25:42 UTC 2026","tests.ui.cars.CarsTest","AllTests-Chrome","tests.ui.cars.CarsTest","testCreateNewCar"
"Проверка устойчивости формы авторизации к SQL-инъекциям через поле 'Password'","2728","Проверка того, что ввод SQL-пейлоада в поле пароля не ломает БД и выдает стандартный алерт","AllTestSuite","Thu Jul 02 23:45:04 UTC 2026","passed","Thu Jul 02 23:45:07 UTC 2026","tests.ui.login.LoginTest","AllTests-Chrome","tests.ui.login.LoginTest","checkingPasswordSqlInjectionProtectionSoft"
"Проверка валидации поля 'Password' при вводе значений > 8 символов.","2731","Проверка валидации поля 'Password' при вводе значений > 8 символов","AllTestSuite","Thu Jul 02 23:46:21 UTC 2026","passed","Thu Jul 02 23:46:24 UTC 2026","tests.ui.login.LoginTest","AllTests-Chrome","tests.ui.login.LoginTest","checkThePasswordFieldIfTheValueIsGreaterThanEight"
"Проверка обновления таблицы","49735","Проверка обновления таблицы","AllTestSuite","Thu Jul 02 23:51:11 UTC 2026","failed","Thu Jul 02 23:52:00 UTC 2026","tests.ui.users.UsersReadAllTest","AllTests-Chrome","tests.ui.users.UsersReadAllTest","checkReloadButton"
"Проверка корректной сортировки первых 30 значений атрибута Model таблицы Cars А-Я","22552","Проверка корректной сортировки первых 30 значений атрибута Model таблицы Cars А-Я","AllTestSuite","Thu Jul 02 23:36:38 UTC 2026","failed","Thu Jul 02 23:37:01 UTC 2026","tests.ui.cars.CarsTest","AllTests-Chrome","tests.ui.cars.CarsTest","checkSortModelAZ"
"Проверка отображения сообщений об ошибке при пустых значениях 'Email' и 'Password'","2657","Проверка отображения сообщений об ошибке при пустых значениях 'Email' и 'Password'","AllTestSuite","Thu Jul 02 23:46:15 UTC 2026","passed","Thu Jul 02 23:46:18 UTC 2026","tests.ui.login.LoginTest","AllTests-Chrome","tests.ui.login.LoginTest","checkingTheDisplayOfErrorMessagesOnTheAuthorizationPage"
"API проверка обновления авто POST /car с невалидным телом","2071","API проверка обновления авто POST /car с невалидным телом","AllTestSuite","Thu Jul 02 23:24:34 UTC 2026","passed","Thu Jul 02 23:24:36 UTC 2026","tests.api.cars.CarsApiTest","AllTests-Chrome","tests.api.cars.CarsApiTest","checkNegativeUpdateCarBrokeBody"
"API проверка создания авто POST /car с невалидным телом","374","API проверка создания авто POST /car с невалидным телом","AllTestSuite","Thu Jul 02 23:24:17 UTC 2026","passed","Thu Jul 02 23:24:18 UTC 2026","tests.api.cars.CarsApiTest","AllTests-Chrome","tests.api.cars.CarsApiTest","checkNegativeCreateCar"
"Проверка создания автомобиля с валидными данными со страницы Cars -> Create new","6999","Проверка создания автомобиля с валидными данными со страницы Cars -> Create new","AllTestSuite","Thu Jul 02 23:26:20 UTC 2026","passed","Thu Jul 02 23:26:27 UTC 2026","tests.ui.cars.CarsTest","AllTests-Chrome","tests.ui.cars.CarsTest","testCreateNewCar"
"","6051","Проверка обработки ошибок при пополнении баланса","AllTestSuite","Fri Jul 03 00:02:42 UTC 2026","passed","Fri Jul 03 00:02:48 UTC 2026","tests.ui.users.UsersAddMoneyTest","AllTests-Chrome","tests.ui.users.UsersAddMoneyTest","testAddMoneyInvalid"
"API проверка обновления авто POST /car с невалидным телом","2437","API проверка обновления авто POST /car с невалидным телом","AllTestSuite","Thu Jul 02 23:24:31 UTC 2026","passed","Thu Jul 02 23:24:34 UTC 2026","tests.api.cars.CarsApiTest","AllTests-Chrome","tests.api.cars.CarsApiTest","checkNegativeUpdateCarBrokeBody"
"","6341","Проверка обработки невалидных данных при создании пользователя","AllTestSuite","Fri Jul 03 00:05:17 UTC 2026","passed","Fri Jul 03 00:05:23 UTC 2026","tests.ui.users.CreateUserTest","AllTests-Chrome","tests.ui.users.CreateUserTest","testInvalidUserData"
"Проверка устойчивости формы авторизации к SQL-инъекциям через поле 'Password'","2773","Проверка того, что ввод SQL-пейлоада в поле пароля не ломает БД и выдает стандартный алерт","AllTestSuite","Thu Jul 02 23:45:07 UTC 2026","passed","Thu Jul 02 23:45:10 UTC 2026","tests.ui.login.LoginTest","AllTests-Chrome","tests.ui.login.LoginTest","checkingPasswordSqlInjectionProtectionSoft"
"Позитивный сценарий создания пользователя","10486","Проверка успешного создания пользователя и его отображения в системе","AllTestSuite","Fri Jul 03 00:04:23 UTC 2026","passed","Fri Jul 03 00:04:34 UTC 2026","tests.ui.users.CreateUserTest","AllTests-Chrome","tests.ui.users.CreateUserTest","createValidUserTest"
"Полный цикл CRUD: создание, операции и удаление пользователя, автомобиля и дома","16596","E2E-сценарий: создание пользователя -> пополнение баланса -> создание авто -> покупка/продажа авто -> создание дома -> заселение/выселение -> удаление всех сущностей","AllTestSuite","Thu Jul 02 23:25:12 UTC 2026","passed","Thu Jul 02 23:25:29 UTC 2026","tests.ui.allPost.AllPostTest","AllTests-Chrome","tests.ui.allPost.AllPostTest","testFullUserFlow"
"Проверка отображения данных по пользователю c одной машиной","7919","Проверка отображения данных по пользователю c одной машиной","AllTestSuite","Fri Jul 03 00:00:27 UTC 2026","failed","Fri Jul 03 00:00:35 UTC 2026","tests.ui.users.UsersReadUserWithCarsTest","AllTests-Chrome","tests.ui.users.UsersReadUserWithCarsTest","checkDataInTableUserWithOneCar"
"API проверка всего цикла CRUD. Создание, получение, изменения и удаление авто","2767","API проверка всего цикла CRUD. Создание, получение, изменения и удаление авто","AllTestSuite","Thu Jul 02 23:24:05 UTC 2026","passed","Thu Jul 02 23:24:07 UTC 2026","tests.api.cars.CarsApiTest","AllTests-Chrome","tests.api.cars.CarsApiTest","checkCarsCRUD"
"Запрос автомобиля несуществующего пользователя GET /user/{userId}/cars","383","Запрос автомобиля несуществующего пользователя GET /user/{userId}/cars","AllTestSuite","Thu Jul 02 23:24:37 UTC 2026","passed","Thu Jul 02 23:24:37 UTC 2026","tests.api.cars.CarsApiTest","AllTests-Chrome","tests.api.cars.CarsApiTest","checkNegativeUserCar"
"Авторизация с пустым телом запроса","370","Авторизация с пустым телом запроса","AllTestSuite","Thu Jul 02 23:25:06 UTC 2026","failed","Thu Jul 02 23:25:07 UTC 2026","tests.api.login.LoginApiTest","AllTests-Chrome","tests.api.login.LoginApiTest","checkingAuthorizationRequestWithAnEmptyRequestBodyAPI"
"Проверка создания дома с заполнением всех полей валидными кредами (включая необязательные","10405","Проверка создания дома с заполнением всех полей валидными кредами (включая необязательные)","AllTestSuite","Thu Jul 02 23:43:42 UTC 2026","passed","Thu Jul 02 23:43:53 UTC 2026","tests.ui.houses.HousesTest","AllTests-Chrome","tests.ui.houses.HousesTest","checkingTheCreationOfAHouseWithAllFieldsFilledWithValidCredits"
"Проверка валидации поля 'Email' значением не являющимся адресом электронной почты.","2722","Проверка валидации поля 'Email' значением не являющимся адресом электронной почты","AllTestSuite","Thu Jul 02 23:46:18 UTC 2026","passed","Thu Jul 02 23:46:21 UTC 2026","tests.ui.login.LoginTest","AllTests-Chrome","tests.ui.login.LoginTest","checkForTheEmailField"
"Проверка корректной сортировки значений атрибута Engine Type таблицы Cars Я-А","12205","Проверка корректной сортировки значений атрибута Engine Type таблицы Cars Я-А","AllTestSuite","Thu Jul 02 23:30:38 UTC 2026","passed","Thu Jul 02 23:30:50 UTC 2026","tests.ui.cars.CarsTest","AllTests-Chrome","tests.ui.cars.CarsTest","checkSortEngineZA"
"Проверка ввода невалидных значений в поля idUser и idCar на странице Cars -> Buy or Sell","7913","Проверка ввода невалидных значений в поля idUser и idCar на странице Cars -> Buy or Sell","AllTestSuite","Thu Jul 02 23:43:26 UTC 2026","failed","Thu Jul 02 23:43:33 UTC 2026","tests.ui.cars.CarsTest","AllTests-Chrome","tests.ui.cars.CarsTest","testInputIdUserError"
"Проверка получения access_token в ответе POST/login","375","Проверка получения access_token в ответе POST/login","AllTestSuite","Thu Jul 02 23:25:05 UTC 2026","failed","Thu Jul 02 23:25:05 UTC 2026","tests.api.login.LoginApiTest","AllTests-Chrome","tests.api.login.LoginApiTest","checkingWhetherAnAccessTokenInTheLoginResponseAPI"
"Авторизация пользователя с валидными данными (JSON) тестирование API","372","Авторизация пользователя с валидными данными (JSON) POST/login","AllTestSuite","Thu Jul 02 23:25:03 UTC 2026","failed","Thu Jul 02 23:25:04 UTC 2026","tests.api.login.LoginApiTest","AllTests-Chrome","tests.api.login.LoginApiTest","checkingApiUserAuthorizationWithValidDataAPI"
"Проверка сортировки пользователей по полу от A-Z","18030","Проверка сортировки пользователей по полу от A-Z","AllTestSuite","Thu Jul 02 23:57:35 UTC 2026","passed","Thu Jul 02 23:57:54 UTC 2026","tests.ui.users.UsersReadAllTest","AllTests-Chrome","tests.ui.users.UsersReadAllTest","checkSortBySexIncrease"
"Позитивный сценарий создания пользователя","10032","Проверка успешного создания пользователя и его отображения в системе","AllTestSuite","Fri Jul 03 00:04:13 UTC 2026","passed","Fri Jul 03 00:04:23 UTC 2026","tests.ui.users.CreateUserTest","AllTests-Chrome","tests.ui.users.CreateUserTest","createValidUserTest"
"","6348","Проверка обработки невалидных данных при создании пользователя","AllTestSuite","Fri Jul 03 00:04:41 UTC 2026","passed","Fri Jul 03 00:04:47 UTC 2026","tests.ui.users.CreateUserTest","AllTests-Chrome","tests.ui.users.CreateUserTest","testInvalidUserData"
"Проверка создания автомобиля с невалидными данными со страницы Cars -> Create new","7161","Проверка создания автомобиля с невалидными данными со страницы Cars -> Create new","AllTestSuite","Thu Jul 02 23:27:50 UTC 2026","passed","Thu Jul 02 23:27:57 UTC 2026","tests.ui.cars.CarsTest","AllTests-Chrome","tests.ui.cars.CarsTest","testErrorCreateCar"
"","6345","Проверка обработки невалидных данных при создании пользователя","AllTestSuite","Fri Jul 03 00:04:34 UTC 2026","passed","Fri Jul 03 00:04:41 UTC 2026","tests.ui.users.CreateUserTest","AllTests-Chrome","tests.ui.users.CreateUserTest","testInvalidUserData"
"Проверка открытия страницы ""Users -> Read user with cars"" со всеми атрибутами","6546","Проверка открытия страницы ""Users -> Read user with cars"" со всеми атрибутами","AllTestSuite","Fri Jul 03 00:02:35 UTC 2026","passed","Fri Jul 03 00:02:41 UTC 2026","tests.ui.users.UsersReadUserWithCarsTest","AllTests-Chrome","tests.ui.users.UsersReadUserWithCarsTest","checkOpenUsersReadUserWithCarsPage"
"Проверка корректной работы радиокнопки Sell на странице Cars -> Buy or Sell","7331","Проверка корректной работы радиокнопки Sell на странице Cars -> Buy or Sell","AllTestSuite","Thu Jul 02 23:30:09 UTC 2026","passed","Thu Jul 02 23:30:17 UTC 2026","tests.ui.cars.CarsTest","AllTests-Chrome","tests.ui.cars.CarsTest","testRadioButtonSell"
"Проверка ввода валидных значений в поля idUser и idCar на странице Cars -> Buy or Sell","7914","Проверка ввода разных значений в поля idUser и idCar на странице Cars -> Buy or Sell","AllTestSuite","Thu Jul 02 23:29:20 UTC 2026","passed","Thu Jul 02 23:29:28 UTC 2026","tests.ui.cars.CarsTest","AllTests-Chrome","tests.ui.cars.CarsTest","testInputIdUser"
"Проверка корректной сортировки первых 30 значений атрибута Mark таблицы Cars А-Я","19488","Проверка корректной сортировки первых 30 значений атрибута Mark таблицы Cars А-Я","AllTestSuite","Thu Jul 02 23:32:14 UTC 2026","failed","Thu Jul 02 23:32:33 UTC 2026","tests.ui.cars.CarsTest","AllTests-Chrome","tests.ui.cars.CarsTest","checkSortMarkAZ"
"Проверка сортировки пользователей по возрастанию наличности","18215","Проверка сортировки пользователей по возрастанию наличности","AllTestSuite","Thu Jul 02 23:56:58 UTC 2026","passed","Thu Jul 02 23:57:16 UTC 2026","tests.ui.users.UsersReadAllTest","AllTests-Chrome","tests.ui.users.UsersReadAllTest","checkSortByMoneyIncrease"
"Проверка валидации полей с получением ошибок при вводе невалидных значений","26438","Проверка валидации полей с получением ошибок при вводе невалидных значений","AllTestSuite","Thu Jul 02 23:59:21 UTC 2026","failed","Thu Jul 02 23:59:48 UTC 2026","tests.ui.users.UsersReadUserWithCarsTest","AllTests-Chrome","tests.ui.users.UsersReadUserWithCarsTest","checkDataInTableUserNegativeId"
"API проверка списка всех авто с помощью ручки GET /cars","1839","API проверка списка всех авто с помощью ручки GET /cars","AllTestSuite","Thu Jul 02 23:24:11 UTC 2026","passed","Thu Jul 02 23:24:13 UTC 2026","tests.api.cars.CarsApiTest","AllTests-Chrome","tests.api.cars.CarsApiTest","checkGetAllCars"
"Проверка создания дома с заполнением обязательных полей {floors} и {price} валидными кредами и получением успешного кода выполнения операции","7994","Проверка создания дома с заполнением обязательных полей {floors} и {price} валидными кредами и получением успешного кода выполнения операции","AllTestSuite","Thu Jul 02 23:43:34 UTC 2026","passed","Thu Jul 02 23:43:42 UTC 2026","tests.ui.houses.HousesTest","AllTests-Chrome","tests.ui.houses.HousesTest","checkingTheCreationOfAHouseByFillingInTheRequiredFieldsWithValidCredits"
"Проверка валидации полей на странице 'Houses/Create new' с получением ошибок при вводе невалидных значений","8365","Проверка валидации полей на странице 'Houses/Create new' с получением ошибок при вводе невалидных значений","AllTestSuite","Thu Jul 02 23:44:45 UTC 2026","passed","Thu Jul 02 23:44:54 UTC 2026","tests.ui.houses.HousesTest","AllTests-Chrome","tests.ui.houses.HousesTest","checkingTheValidationOfFieldsOnTheHousesCreateNewPageAndReceivingErrorsWhenEnteringInvalidValues"
"Проверка валидации полей на странице 'Houses/Create new' с получением ошибок при вводе невалидных значений","8399","Проверка валидации полей на странице 'Houses/Create new' с получением ошибок при вводе невалидных значений","AllTestSuite","Thu Jul 02 23:44:02 UTC 2026","passed","Thu Jul 02 23:44:10 UTC 2026","tests.ui.houses.HousesTest","AllTests-Chrome","tests.ui.houses.HousesTest","checkingTheValidationOfFieldsOnTheHousesCreateNewPageAndReceivingErrorsWhenEnteringInvalidValues"
"Проверка ввода невалидных значений в поля idUser и idCar на странице Cars -> Buy or Sell","8036","Проверка ввода невалидных значений в поля idUser и idCar на странице Cars -> Buy or Sell","AllTestSuite","Thu Jul 02 23:42:10 UTC 2026","passed","Thu Jul 02 23:42:18 UTC 2026","tests.ui.cars.CarsTest","AllTests-Chrome","tests.ui.cars.CarsTest","testInputIdUserError"
"Проверка ввода невалидных значений в поля idUser и idCar на странице Cars -> Buy or Sell","7867","Проверка ввода невалидных значений в поля idUser и idCar на странице Cars -> Buy or Sell","AllTestSuite","Thu Jul 02 23:41:54 UTC 2026","failed","Thu Jul 02 23:42:02 UTC 2026","tests.ui.cars.CarsTest","AllTests-Chrome","tests.ui.cars.CarsTest","testInputIdUserError"
"","6507","Проверка обработки невалидных данных при создании пользователя","AllTestSuite","Fri Jul 03 00:06:42 UTC 2026","passed","Fri Jul 03 00:06:49 UTC 2026","tests.ui.users.CreateUserTest","AllTests-Chrome","tests.ui.users.CreateUserTest","testInvalidUserData"
"","6859","Проверка обработки невалидных данных при создании пользователя","AllTestSuite","Fri Jul 03 00:06:28 UTC 2026","failed","Fri Jul 03 00:06:35 UTC 2026","tests.ui.users.CreateUserTest","AllTests-Chrome","tests.ui.users.CreateUserTest","testInvalidUserData"
"Проверка корректной работы радиокнопки Buy на странице Cars -> Buy or Sell","7337","Проверка корректной работы радиокнопки Buy на странице Cars -> Buy or Sell","AllTestSuite","Thu Jul 02 23:30:02 UTC 2026","passed","Thu Jul 02 23:30:09 UTC 2026","tests.ui.cars.CarsTest","AllTests-Chrome","tests.ui.cars.CarsTest","testRadioButtonBuy"
"Проверка ховер эффекта кнопок","30267","Проверка ховер эффекта кнопок","AllTestSuite","Thu Jul 02 23:48:00 UTC 2026","failed","Thu Jul 02 23:48:30 UTC 2026","tests.ui.users.UsersReadAllTest","AllTests-Chrome","tests.ui.users.UsersReadAllTest","checkHoverEffect"
"Проверка открытия страницы ""Users -> Read all"" со всеми атрибутами","10716","Проверка открытия страницы ""Users -> Read all"" со всеми атрибутами","AllTestSuite","Thu Jul 02 23:48:30 UTC 2026","passed","Thu Jul 02 23:48:41 UTC 2026","tests.ui.users.UsersReadAllTest","AllTests-Chrome","tests.ui.users.UsersReadAllTest","checkOpenUsersReadAllPage"
"","6407","Проверка обработки невалидных данных при создании пользователя","AllTestSuite","Fri Jul 03 00:06:36 UTC 2026","passed","Fri Jul 03 00:06:42 UTC 2026","tests.ui.users.CreateUserTest","AllTests-Chrome","tests.ui.users.CreateUserTest","testInvalidUserData"
"Проверка недоступности выполнений действий для неавторизованного пользователя (создать пользователя)","6099","Проверка недоступности выполнений действий для неавторизованного пользователя(создать пользователя)","AllTestSuite","Thu Jul 02 23:45:55 UTC 2026","failed","Thu Jul 02 23:46:01 UTC 2026","tests.ui.login.LoginTest","AllTests-Chrome","tests.ui.login.LoginTest","checkingWhetherActionsCanBePerformedByAnUnauthorizedUser"
"Проверка ввода валидных значений в поля idUser и idCar на странице Cars -> Buy or Sell","8051","Проверка ввода разных значений в поля idUser и idCar на странице Cars -> Buy or Sell","AllTestSuite","Thu Jul 02 23:29:53 UTC 2026","failed","Thu Jul 02 23:30:01 UTC 2026","tests.ui.cars.CarsTest","AllTests-Chrome","tests.ui.cars.CarsTest","testInputIdUser"
"Проверка сортировки пользователей по имени от A-Z","17990","Проверка сортировки пользователей по имени от A-Z","AllTestSuite","Thu Jul 02 23:53:01 UTC 2026","passed","Thu Jul 02 23:53:19 UTC 2026","tests.ui.users.UsersReadAllTest","AllTests-Chrome","tests.ui.users.UsersReadAllTest","checkSortByFirstNameIncrease"
"Проверка корректной сортировки первых 30 значений атрибута Price таблицы Cars по убыванию","18258","Проверка корректной сортировки первых 30 значений атрибута Price таблицы Cars по убыванию","AllTestSuite","Thu Jul 02 23:38:54 UTC 2026","passed","Thu Jul 02 23:39:13 UTC 2026","tests.ui.cars.CarsTest","AllTests-Chrome","tests.ui.cars.CarsTest","checkSortPriceHighLow"
"Проверка валидации полей с получением ошибок при вводе невалидных значений","6361","Проверка валидации полей с получением ошибок при вводе невалидных значений","AllTestSuite","Thu Jul 02 23:59:48 UTC 2026","passed","Thu Jul 02 23:59:55 UTC 2026","tests.ui.users.UsersReadUserWithCarsTest","AllTests-Chrome","tests.ui.users.UsersReadUserWithCarsTest","checkDataInTableUserNegativeId"
"","14121","Проверка корректного увеличения баланса пользователя","AllTestSuite","Fri Jul 03 00:03:37 UTC 2026","passed","Fri Jul 03 00:03:51 UTC 2026","tests.ui.users.UsersAddMoneyTest","AllTests-Chrome","tests.ui.users.UsersAddMoneyTest","testAddMoneySuccess"
"Проверка создания автомобиля с валидными данными со страницы Cars -> Create new","7198","Проверка создания автомобиля с валидными данными со страницы Cars -> Create new","AllTestSuite","Thu Jul 02 23:26:05 UTC 2026","failed","Thu Jul 02 23:26:12 UTC 2026","tests.ui.cars.CarsTest","AllTests-Chrome","tests.ui.cars.CarsTest","testCreateNewCar"
"Получение списка всех пользователей через GET /users","3040","Проверка получения списка пользователей через GET /users","AllTestSuite","Thu Jul 02 23:24:41 UTC 2026","passed","Thu Jul 02 23:24:44 UTC 2026","tests.api.users.UsersApiTest","AllTests-Chrome","tests.api.users.UsersApiTest","testGetAllUsers"
"Создание пользователя с валидными данными через POST /user","944","Проверка создания пользователя через POST /user с валидными данными","AllTestSuite","Thu Jul 02 23:24:37 UTC 2026","passed","Thu Jul 02 23:24:38 UTC 2026","tests.api.users.UsersApiTest","AllTests-Chrome","tests.api.users.UsersApiTest","testCreateUserWithValidData"
"Проверка валидации страницы 'Authorization' на наличие всех элементов.","2563","Проверка валидации страницы 'Authorization' на наличие всех элементов","AllTestSuite","Thu Jul 02 23:45:32 UTC 2026","passed","Thu Jul 02 23:45:35 UTC 2026","tests.ui.login.LoginTest","AllTests-Chrome","tests.ui.login.LoginTest","checkingTheValidityOfTheAuthorizationPage"
"API проверка обновления авто POST /car с невалидным телом","2146","API проверка обновления авто POST /car с невалидным телом","AllTestSuite","Thu Jul 02 23:24:23 UTC 2026","passed","Thu Jul 02 23:24:25 UTC 2026","tests.api.cars.CarsApiTest","AllTests-Chrome","tests.api.cars.CarsApiTest","checkNegativeUpdateCarBrokeBody"
"Проверка ввода в инпут айди напрямую и через стрелочки","5952","Проверка ввода в инпут айди напрямую и через стрелочки","AllTestSuite","Fri Jul 03 00:02:28 UTC 2026","passed","Fri Jul 03 00:02:34 UTC 2026","tests.ui.users.UsersReadUserWithCarsTest","AllTests-Chrome","tests.ui.users.UsersReadUserWithCarsTest","checkIdEnterInputAndWithArrow"
"","7079","Проверка обработки невалидных данных при создании пользователя","AllTestSuite","Fri Jul 03 00:07:12 UTC 2026","failed","Fri Jul 03 00:07:19 UTC 2026","tests.ui.users.CreateUserTest","AllTests-Chrome","tests.ui.users.CreateUserTest","testInvalidUserData"
"Проверка создания автомобиля с невалидными данными со страницы Cars -> Create new","6982","Проверка создания автомобиля с невалидными данными со страницы Cars -> Create new","AllTestSuite","Thu Jul 02 23:29:04 UTC 2026","passed","Thu Jul 02 23:29:11 UTC 2026","tests.ui.cars.CarsTest","AllTests-Chrome","tests.ui.cars.CarsTest","testErrorCreateCar"
"","6324","Проверка обработки невалидных данных при создании пользователя","AllTestSuite","Fri Jul 03 00:05:24 UTC 2026","passed","Fri Jul 03 00:05:30 UTC 2026","tests.ui.users.CreateUserTest","AllTests-Chrome","tests.ui.users.CreateUserTest","testInvalidUserData"
"Проверка создания автомобиля с валидными данными со страницы Cars -> Create new","6982","Проверка создания автомобиля с валидными данными со страницы Cars -> Create new","AllTestSuite","Thu Jul 02 23:26:57 UTC 2026","passed","Thu Jul 02 23:27:04 UTC 2026","tests.ui.cars.CarsTest","AllTests-Chrome","tests.ui.cars.CarsTest","testCreateNewCar"
"Удаление пользователя через DELETE /user/{userId}","1151","Проверка удаления пользователя через DELETE /user/{userId}","AllTestSuite","Thu Jul 02 23:24:48 UTC 2026","passed","Thu Jul 02 23:24:50 UTC 2026","tests.api.users.UsersApiTest","AllTests-Chrome","tests.api.users.UsersApiTest","testDeleteUser"
"Проверка ввода невалидных значений в поля idUser и idCar на странице Cars -> Buy or Sell","7881","Проверка ввода невалидных значений в поля idUser и idCar на странице Cars -> Buy or Sell","AllTestSuite","Thu Jul 02 23:41:21 UTC 2026","passed","Thu Jul 02 23:41:29 UTC 2026","tests.ui.cars.CarsTest","AllTests-Chrome","tests.ui.cars.CarsTest","testInputIdUserError"
"Проверка ввода невалидных значений в поля idUser и idCar на странице Cars -> Buy or Sell","7887","Проверка ввода невалидных значений в поля idUser и idCar на странице Cars -> Buy or Sell","AllTestSuite","Thu Jul 02 23:42:19 UTC 2026","passed","Thu Jul 02 23:42:27 UTC 2026","tests.ui.cars.CarsTest","AllTests-Chrome","tests.ui.cars.CarsTest","testInputIdUserError"
"Создание пользователя с невалидным возрастом","743","Проверка создания пользователя с невалидным возрастом","AllTestSuite","Thu Jul 02 23:24:58 UTC 2026","failed","Thu Jul 02 23:24:59 UTC 2026","tests.api.users.UsersApiTest","AllTests-Chrome","tests.api.users.UsersApiTest","testCreateUserWithInvalidAge"
"Проверка ховер-эффектов и тултипов","26033","Проверка ховер-эффектов и тултипов","AllTestSuite","Fri Jul 03 00:02:02 UTC 2026","failed","Fri Jul 03 00:02:28 UTC 2026","tests.ui.users.UsersReadUserWithCarsTest","AllTests-Chrome","tests.ui.users.UsersReadUserWithCarsTest","checkHoverEffectAndTooltip"
"Проверка валидации поля 'Password' при вводе значений < 3 символов","2721","Проверка валидации поля 'Password' при вводе значений < 3 символов","AllTestSuite","Thu Jul 02 23:46:24 UTC 2026","passed","Thu Jul 02 23:46:27 UTC 2026","tests.ui.login.LoginTest","AllTests-Chrome","tests.ui.login.LoginTest","checkValidationForPasswordFieldWithValueLessThanThree"
"Проверка корректной сортировки значений атрибута Engine Type таблицы Cars А-Я","10459","Проверка корректной сортировки значений атрибута Engine Type таблицы Cars А-Я","AllTestSuite","Thu Jul 02 23:30:27 UTC 2026","passed","Thu Jul 02 23:30:38 UTC 2026","tests.ui.cars.CarsTest","AllTests-Chrome","tests.ui.cars.CarsTest","checkSortEngineAZ"
"Проверка устойчивости формы авторизации к SQL-инъекциям через поле 'Password'","2721","Проверка того, что ввод SQL-пейлоада в поле пароля не ломает БД и выдает стандартный алерт","AllTestSuite","Thu Jul 02 23:44:54 UTC 2026","passed","Thu Jul 02 23:44:57 UTC 2026","tests.ui.login.LoginTest","AllTests-Chrome","tests.ui.login.LoginTest","checkingPasswordSqlInjectionProtectionSoft"
