"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Проверка создания автомобиля с валидными данными со страницы Cars -> Create new","6473","Проверка создания автомобиля с валидными данными со страницы Cars -> Create new","AllTestSuite","Fri Jul 10 07:43:50 UTC 2026","passed","Fri Jul 10 07:43:57 UTC 2026","tests.ui.cars.CarsTest","AllTests-Chrome","tests.ui.cars.CarsTest","testCreateNewCar"
"Проверка валидации полей с получением ошибок при вводе невалидных значений","5775","Проверка валидации полей с получением ошибок при вводе невалидных значений","AllTestSuite","Fri Jul 10 08:17:03 UTC 2026","passed","Fri Jul 10 08:17:09 UTC 2026","tests.ui.users.UsersReadUserWithCarsTest","AllTests-Chrome","tests.ui.users.UsersReadUserWithCarsTest","checkDataInTableUserNegativeId"
"","6468","Проверка обработки невалидных данных при создании пользователя","AllTestSuite","Fri Jul 10 08:31:18 UTC 2026","failed","Fri Jul 10 08:31:24 UTC 2026","tests.ui.users.CreateUserTest","AllTests-Chrome","tests.ui.users.CreateUserTest","testInvalidUserData"
"Авторизация пользователя с валидными данными 'Email' и 'Password'.","2566","Проверка авторизации с валидными данными (валидный email + пароль) иотображения сообщения об успешном входе.","AllTestSuite","Fri Jul 10 08:03:12 UTC 2026","passed","Fri Jul 10 08:03:15 UTC 2026","tests.ui.login.LoginTest","AllTests-Chrome","tests.ui.login.LoginTest","positiveAuthorization"
"Проверка создания автомобиля с валидными данными со страницы Cars -> Create new","6450","Проверка создания автомобиля с валидными данными со страницы Cars -> Create new","AllTestSuite","Fri Jul 10 07:44:32 UTC 2026","passed","Fri Jul 10 07:44:38 UTC 2026","tests.ui.cars.CarsTest","AllTests-Chrome","tests.ui.cars.CarsTest","testCreateNewCar"
"Проверка корректной сортировки первых 30 значений атрибута Mark таблицы Cars Я-А","34488","Проверка корректной сортировки первых 30 значений атрибута Mark таблицы Cars Я-А","AllTestSuite","Fri Jul 10 07:51:48 UTC 2026","failed","Fri Jul 10 07:52:22 UTC 2026","tests.ui.cars.CarsTest","AllTests-Chrome","tests.ui.cars.CarsTest","checkSortMarkZA"
"Проверка корректной сортировки значений атрибута Engine Type таблицы Cars Я-А","12856","Проверка корректной сортировки значений атрибута Engine Type таблицы Cars Я-А","AllTestSuite","Fri Jul 10 07:47:48 UTC 2026","passed","Fri Jul 10 07:48:01 UTC 2026","tests.ui.cars.CarsTest","AllTests-Chrome","tests.ui.cars.CarsTest","checkSortEngineZA"
"Проверка ввода невалидных значений в поля idUser и idCar на странице Cars -> Buy or Sell","7332","Проверка ввода невалидных значений в поля idUser и idCar на странице Cars -> Buy or Sell","AllTestSuite","Fri Jul 10 08:01:05 UTC 2026","failed","Fri Jul 10 08:01:12 UTC 2026","tests.ui.cars.CarsTest","AllTests-Chrome","tests.ui.cars.CarsTest","testInputIdUserError"
"Проверка создания автомобиля с валидными данными со страницы Cars -> Create new","6622","Проверка создания автомобиля с валидными данными со страницы Cars -> Create new","AllTestSuite","Fri Jul 10 07:43:15 UTC 2026","passed","Fri Jul 10 07:43:22 UTC 2026","tests.ui.cars.CarsTest","AllTests-Chrome","tests.ui.cars.CarsTest","testCreateNewCar"
"Проверка обновления таблицы","98776","Проверка обновления таблицы","AllTestSuite","Fri Jul 10 08:06:27 UTC 2026","passed","Fri Jul 10 08:08:05 UTC 2026","tests.ui.users.UsersReadAllTest","AllTests-Chrome","tests.ui.users.UsersReadAllTest","checkReloadButton"
