"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Проверка создания автомобиля с невалидными данными со страницы Cars -> Create new","6350","Проверка создания автомобиля с невалидными данными со страницы Cars -> Create new","AllTestSuite","Sun Jul 12 12:51:08 UTC 2026","passed","Sun Jul 12 12:51:14 UTC 2026","tests.ui.cars.CarsTest","AllTests-Chrome","tests.ui.cars.CarsTest","testErrorCreateCar"
"Проверка корректной сортировки первых 30 значений атрибута Price таблицы Cars по убыванию","22004","Проверка корректной сортировки первых 30 значений атрибута Price таблицы Cars по убыванию","AllTestSuite","Sun Jul 12 13:02:46 UTC 2026","passed","Sun Jul 12 13:03:08 UTC 2026","tests.ui.cars.CarsTest","AllTests-Chrome","tests.ui.cars.CarsTest","checkSortPriceHighLow"
"Проверка открытия страницы ""Users -> Read user with cars"" со всеми атрибутами","5931","Проверка открытия страницы ""Users -> Read user with cars"" со всеми атрибутами","AllTestSuite","Sun Jul 12 13:25:57 UTC 2026","passed","Sun Jul 12 13:26:03 UTC 2026","tests.ui.users.UsersReadUserWithCarsTest","AllTests-Chrome","tests.ui.users.UsersReadUserWithCarsTest","checkOpenUsersReadUserWithCarsPage"
"API проверка создания авто POST /car с невалидным телом","265","API проверка создания авто POST /car с невалидным телом","AllTestSuite","Sun Jul 12 12:47:55 UTC 2026","passed","Sun Jul 12 12:47:56 UTC 2026","tests.api.cars.CarsApiTest","AllTests-Chrome","tests.api.cars.CarsApiTest","checkNegativeCreateCar"
"Проверка валидации полей на странице 'Houses/Create new' с получением ошибок при вводе невалидных значений","7575","Проверка валидации полей на странице 'Houses/Create new' с получением ошибок при вводе невалидных значений","AllTestSuite","Sun Jul 12 13:07:47 UTC 2026","passed","Sun Jul 12 13:07:54 UTC 2026","tests.ui.houses.HousesTest","AllTests-Chrome","tests.ui.houses.HousesTest","checkingTheValidationOfFieldsOnTheHousesCreateNewPageAndReceivingErrorsWhenEnteringInvalidValues"
"Создание пользователя с невалидным возрастом","565","Проверка создания пользователя с невалидным возрастом","AllTestSuite","Sun Jul 12 12:48:28 UTC 2026","failed","Sun Jul 12 12:48:29 UTC 2026","tests.api.users.UsersApiTest","AllTests-Chrome","tests.api.users.UsersApiTest","testCreateUserWithInvalidAge"
"Проверка корректной работы радиокнопки Buy на странице Cars -> Buy or Sell","6679","Проверка корректной работы радиокнопки Buy на странице Cars -> Buy or Sell","AllTestSuite","Sun Jul 12 12:53:10 UTC 2026","passed","Sun Jul 12 12:53:16 UTC 2026","tests.ui.cars.CarsTest","AllTests-Chrome","tests.ui.cars.CarsTest","testRadioButtonBuy"
"API проверка списка всех авто с помощью ручки GET /cars","1474","API проверка списка всех авто с помощью ручки GET /cars","AllTestSuite","Sun Jul 12 12:47:52 UTC 2026","failed","Sun Jul 12 12:47:54 UTC 2026","tests.api.cars.CarsApiTest","AllTests-Chrome","tests.api.cars.CarsApiTest","checkGetAllCars"
"Авторизация с пустым телом запроса","262","Авторизация с пустым телом запроса","AllTestSuite","Sun Jul 12 12:48:32 UTC 2026","passed","Sun Jul 12 12:48:32 UTC 2026","tests.api.login.LoginApiTest","AllTests-Chrome","tests.api.login.LoginApiTest","checkingAuthorizationRequestWithAnEmptyRequestBodyAPI"
"Проверка создания автомобиля с невалидными данными со страницы Cars -> Create new","6339","Проверка создания автомобиля с невалидными данными со страницы Cars -> Create new","AllTestSuite","Sun Jul 12 12:52:16 UTC 2026","passed","Sun Jul 12 12:52:23 UTC 2026","tests.ui.cars.CarsTest","AllTests-Chrome","tests.ui.cars.CarsTest","testErrorCreateCar"
